기업명,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url
주식회사라피플코리아리미티드,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NlY4YW80TFNsYXZQNEhmRG8zbmxJUT09,바이오 진단 기업(코스닥 상장) - 전략기획 및 마케팅 경력직,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202844,"['마케팅기획', '마케팅전략']","바이오 진단 기업(코스닥 상장) - 전략기획 및 마케팅 경력직
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
전략기획 및 마케팅 1명
주요업무
ㆍ
지원자격
ㆍ경력 : 경력 3년 ~ 10년
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (06212) 서울 강남구 테헤란로 328 동우빌딩(역삼동) - 서울 2호선 선릉 에서 200m 이내
전형절차
서류전형
1차면접
2차 임원 면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 17시 ~ 2025년 3월 25일 (화) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)타이타늄22,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=QWRCcG1jZFJsU0lENHF2SHJZUXVUZz09,(주)타이타늄22 광고디자인(아트디렉터) 경력직 채용(1-6년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202841,"['광고디자인', '디지털디자인', '배너디자인', 'AD(아트디렉터)']","(주)타이타늄22 광고디자인(아트디렉터)
경력직 채용(1-6년)
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
아트디렉터/광고디자인/디지털 디자인 / 웹디자인 1명
지원자격
ㆍ경력 : 경력 1년 ~ 6년(대리, 사원, 주임급)

아트디렉터(AD) 1명
ㆍTVC, 인쇄, 디지털광고 콘텐츠 제작
ㆍ콘텐츠 크리에이티브 기획/제작
ㆍ캠페인 아이디어 제안 및 제작 실행 등
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (03181) 서울 종로구 통일로 134 디타워(돈의문), 21층(평동) - 서울 5호선 서대문 에서 200m 이내
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 17시 ~ 2025년 3월 21일 (금) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
ㆍ 제출서류 : 포트폴리오 / 이력서 / 경력기술서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
주식회사 핀커스에이치알지,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NmRvK3NzOWJPUmVZbGtqRG5qblhxQT09,해외마케팅(리드급&화장품),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202839,"['해외시장개척', '해외영업', '글로벌마케팅', '디지털마케팅', '모바일마케팅']","[주요업무]
일본(큐텐),미국(아마존) 운영 기획 및 컨트롤 
판매 및 공구 기획
마케팅 플랜 기획
수출업체 핸들링 
B2B영업 
해외 전시회 부스 진행
가격정책 유지

[자격요건]
경력 10년 전후 
동종업계(뷰티) 근무자
해외 유통보다 마케팅이 메인 경력인 분
성별무관

[근무지]
서울시 강서구
 [채용절차]
서류전형 > 실무자면접 > 임원면접 > 최종합격  
 [지원방법]
""온라인지원"" or ""자유양식의 워드파일 이력서"" 제출하시면 적합한 분에 한해 연락드립니다 
hunterkei@naver.com
010-2069-5371",
주식회사 핀커스에이치알지,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NmRvK3NzOWJPUmVZbGtqRG5qblhxQT09,해외영업(리드급&화장품),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202829,"['해외시장개척', '해외영업', '글로벌마케팅', '디지털마케팅', '모바일마케팅']","[주요업무]
일본(큐텐),미국(아마존) 운영 기획 및 컨트롤 
판매 및 공구 기획
마케팅 플랜 기획
수출업체 핸들링 
B2B영업 
해외 전시회 부스 진행
가격정책 유지

[자격요건]
경력 10년 전후 
동종업계(뷰티) 근무자
해외 유통보다 마케팅이 메인 경력인 분
성별무관

[근무지]
서울시 강서구
 [채용절차]
서류전형 > 실무자면접 > 임원면접 > 최종합격  
 [지원방법]
""온라인지원"" or ""자유양식의 워드파일 이력서"" 제출하시면 적합한 분에 한해 연락드립니다 
hunterkei@naver.com
010-2069-5371",
(사)한국의길과문화,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=VmFLeHZjNG5kWFBlcDBSdVltWk9EUT09,걷기여행길 및 관광 프로젝트 수행  신규직원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202824,"['기업홍보', '브랜드마케팅', '교육기획', '문화기획', '교육운영']","걷기여행길 및 관광 프로젝트 수행 신규직원 모집
‘(사)한국의길과문화’는 길을 찾고 길에 문화를 입혀 올바른 걷기문화를 선도하고 걷기여행길을 활성화하기 위해
2010년에 설립된 문화체육관광부 산하 사단법인입니다. 걷기여행의 가치를 사회적으로 확산하고 지속가능한 걷기여행길을 발굴하고 가꾸는 의미있는 일에 함께할 직원을 모집합니다.
한국의 길과 문화를 선도해 나갈 창의적이고 적극적인 마인드를 가진 인재들의 많은 지원을 바랍니다.
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
걷기여행길 및 관광관련 프로젝트 수행 1명
주요업무
ㆍ 걷기여행길 및 관광 프로젝트 수행
ㆍ 노선 조사 및 관련 자료 취합?정리
ㆍ 걷기여행길 관련 사무 업무
ㆍ 기타 업무 지원
ㆍ 인사총무 업무 지원

지원자격
ㆍ경력 : 무관 (신입도 지원 가능)

우대사항
ㆍGIS활용자, 관련전공자 우대 (도시계획, 지역계획, 조경, 관광분야 등) 
ㆍ2종보통운전면허
ㆍ컴퓨터 활용능력(한글, 엑셀, PPT) 
ㆍ인근거주자, 해당직무 근무경험자
근무조건
ㆍ 근무형태 : 계약직(기간제/정규직 전환가능)-9개월
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (04382) 서울 용산구 한강대로52길 25-8, DB빌딩 402호(한강로1가) - 서울 4호선 삼각지 에서 300m 이내
전형절차
서류전형
면접전형
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) 17시 ~ 2025년 3월 19일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",
(주)라인테크시스템,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dmpoMElzQmRWSFlMWXpzeTI5cllsUT09,라인테크시스템 마케팅 기획 및 마케팅 디자이너 인재 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202823,"['마케팅기획', '마케팅전략', '편집디자인', '폰트디자인', '프로모션디자인']","라인테크시스템 마케팅 기획 및 마케팅 디자이너 인재 채용
(주)라인테크시스템은 1990년 05월 10일에 설립된 기업으로 건축, 건설, 기계 분야에서 전문 솔루션 업체로 시작하여 현재 국내외 소프트웨어 전문가 집단과의 협업과 35여년간 축적된 기술력을 통해 차별화된 Total Service Provider (BIM용역, 교육, 개발, 컨설팅, 솔루션)로서 전문적 서비스를 제공하는 기업입니다.
모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㆍ학력 : 무관
마케팅 기획 및 마케팅 디자이너
0명
주요업무
ㆍ 마케팅 기획: 마케팅 전략 수립 및 기획업무
ㆍ 디자이너: 디자인 업무(팸플릿 포스터 뉴스레터 등)
지원자격
ㆍ경력 : 신입/경력 3년 이상
우대사항
ㆍ해당직무 근무경험
ㆍ실무영어 (비즈니스 영어) 가능자 우대

근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ 근무지역 : (06724) 서울 서초구 남부순환로337가길 43-9 스타엠파이어빌딩 7층(서초동) - 서울 3호선 남부터미널 에서 800m 이내
전형절차
서류전형
1차면접
2차면접(필요 시 진행)
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월)  ~ 2025년 5월 9일 (금) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent2.png']
(주)이너버스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ZjVybURoV1RVREdaa1RRUWtScHRjQT09,통합보안관리 솔루션 기술 엔지니어(경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202814,"['보안컨설팅', '웹개발', '정보보안', 'CISO', 'SE(시스템엔지니어)']","통합보안관리 솔루션 기술 엔지니어(경력)
서비스 소개
23년간 로그데이터를 연구해 온 로그 분야 전문 기업 INNERBUS

[이너버스, 국내 통합로그관리 솔루션의 일인자]
정보유출 모니터링, 정규표현식, 텍스트 검색식 자동완성 방법, 대용량 로그 파일의 인덱싱
방법 등 총 8종의 특허를 보유하고 있으며, 로그 분야의 연구 개발에 정진하고 있습니다.

* 국내 최다 로그 관련 특허 보유 (8개)
* 최근 11개년 평균 점유율 56% (조달청 나라장터 ‘13~23년 통합로그관리부문 판매 기준)
* 국내최다 고객사 보유(700+)
이 포지션의 AI 예상 면접 질문이 궁금하다면 점핏에서 확인해보세요!
모집부문 / 상세내용
사용 기술
SW Docker Linux Kafka Elasticsearch Kibana Python vmware QueryDSL Shell
주요업무
? 컨설팅 / PL 
? IT 보안 - SIEM솔루션 기술 엔지니어
? 제조 기술 습득 및 활용 (보안 SW 기술지원 / 장애처리 / 유지보수), 구축사 아케텍처 설계 및 컨설팅
? 자체 솔루션(SIEM) 납품 고객사 및 전국 파트너(협력사) 기술 지원 및 관리
자격요건
? 경력 : 3년~7년
? 학력 : 초대졸이상
? IT 엔지니어 경력자(제조사 및 유통사 근무 이력)
? Linux/dbms/네트워크 지식 활용 및 활동 경험 보유자
우대사항
? Docker, Elasticsearch, Kafka, Python, Linux, DBMS, Kibana, QueryDSL, VMware, JVM 경험자
? 업무 관련 shell script 또는 tools개발 가능자
? 관련 자격증 소지자 우대 (CISA, CISSP, 보안기사/산업기사, ISMS, MOS)
? 적극적이고 진취적이며, 업무에 대한 책임감 보유자
? 관련 문서 작성 능력 및 프리젠테이션 능력 우수자(한글, Excel, Powerpoint, Word)
마감일 및 근무지
? 마감일 : ~2025-04-08
? 근무지
- 서울 영등포구 양평로21길 26 1604~7호
복지 및 혜택
? 고용노동부 일 생활 균형 캠페인 참여
? 재택근무, 유연근무, 눈치 보지 않는 정시 칼퇴근
? 점심 회식 권장, 자율 참석
? 자율 복장, 자유로운 연차사용
? 반반차 제도 도입, 휴가 사유 미 기재
? 근로자의 날 휴무, 육아휴직, 경조 휴가, 대체 휴가, 백신 휴가
? 한국관광공사 근로자 휴가 지원사업 7년 연속 참여
? 볼링, 자전거 라이딩 등의 동호회 활동비 지원,
? 이너버스 데이, 할로윈 데이 등 다양한 파티로 직원 간 친목 도모
? 신입사원교육(OJT), 정보보호, IT 관련 교육비 지원
? 도서구입비 지원, 자격증 시험 응시료 등 자기 계발비 지원
? 휴게실, 회의실, 최신 노트북, 공기청정기, 카페테리아
? 장기근속 및 우수사원 포상 (황금 열쇠, 스마트 워치, 상금 등)
? 퇴직금, 각종 경조금, 인센티브, 매월 팀 회식비, 통신비, 야근 식대 등 지원
? 명절 선물
채용절차 및 기타 지원 유의사항
? 고용 형태: 정규직 (수습기간 3개월)
? 근무 지역: 서울 영등포구
? 근무 요일/시간 : 주5일(월~금) | 9:30 ~ 18:30 | 격주에 1일 재택근무","['https://cdn.jumpit.co.kr/images/stacks/noStack.png', 'https://cdn.jumpit.co.kr/images/stacks/docker.png', 'https://cdn.jumpit.co.kr/images/stacks/linux.png', 'https://cdn.jumpit.co.kr/images/stacks/kafka.png', 'https://cdn.jumpit.co.kr/images/stacks/elasticsearch.png', 'https://cdn.jumpit.co.kr/images/stacks/kibana.png', 'https://cdn.jumpit.co.kr/images/stacks/python.png', 'https://cdn.jumpit.co.kr/images/stacks/noStack.png', 'https://cdn.jumpit.co.kr/images/stacks/querydsl.png', 'https://cdn.jumpit.co.kr/images/stacks/Shell.png']"
(주)윕스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=VExmWWxhWUY5Q0w5SUpzaDVLbnhDQT09,(주)윕스 웹 디자이너(퍼블리싱 가능자) 경력사원 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202813,"['반응형웹', 'CSS3', 'HTML', 'jQuery', '그래픽디자인']","모집부문 및 상세내용
주요 담당 업무 | 웹 디자이너 (퍼블리싱가능자)
· 자사 신규사이트 개발 및 유지보수
· 웹·모바일 서비스 UX/UI 디자인
· 홍보용 포스터 및 배너 작업
· 서비스 운영에 필요한 퍼블리싱 작업
자격 및 우대사항 디자인센터 O명
ㆍ학력 : 학사 이상 (4년제 대졸) 
ㆍ경력 : 3년 이상

 ? 지원자격
   · 직무 관련 경험이 3년 이상 또는 이에 준하는 기술을 보유중인 자
   · 반응형 웹 디자인 작업 가능자
   · 웹·모바일 프로젝트 경험이 모두 있는 자
   · 사용자 경험 기반의 UI/UX 디자인 가능자
   · 포트폴리오 필수 제출 (웹 디자인 중심 포트폴리오 또는 url / 기여도 기재)
   · 해외 여행에 결격사유가 없는자, 남자의 경우 군필자 또는 면제자

? 우대사항
? 동종 업계 유경험자
? 시각 디자인 전공자
? 반응형 웹 프로젝트 유경험자
? 기획/개발자와의 원활한 소통과 협업 능력의 소유자
? 사용자 중심의 디자인에 대한 높은 이해도
? Adobe XD, Figma 등 디자인 툴 능숙자
? 웹 퍼블리싱 작업 가능자 (HTML / 반응형 / CSS3 / jQuery)

근무조건
근무형태 / 근무시간 / 근무 지역 / 급여 조건
? 고용형태 : 정규직 (수습기간 포함)
? 근무 요일 : 주 5일(월~금)
? 근무 시간 : 09:00 ~ 18:00 (유연근무제 실시에 따라 근무시간 조정 가능)
? 근무 형태 : 내근 또는 재택근무 (소정 조건 만족 시)
? 근무 지역 : 서울 본사
                     (03929) 서울시 마포구 성암로 189(상암동) 중소기업DMC타워 내 위치
? 급여 조건 : 회사 내규에 따름
복리후생







전형절차
서류전형
면접전형(1회)
채용검진
최종합격


접수기간 및 방법
ㆍ 접수기간 : ~ 2025년 3월 23일(일) 24시까지
ㆍ 접수방법 : 사람인 입사지원, 홈페이지 지원
- 자사양식으로 사람인 사이트 지원
- 자사양식으로 자사 홈페이지 지원 (www.wipscorp.com)
※ 지원 시 메일 및 파일 제목 : 지원부서_이름 (ex. 디자인센터_홍길동)

ㆍ 이력서양식 : 자사양식
ㆍ 제출서류 : ① 자사 양식 입사지원서, ② 졸업증명서(학사 이상), ③ 성적증명서(학사 이상), ④경력증명서
⑤ 포트폴리오 (웹 디자인 중심 포트폴리오 또는 url / 기여도 기재)
(선택) 기타 자격증 증빙서류
※ 서류 지원 시 반드시 ①~⑤번 서류는 모두 제출하셔야 합니다. 미제출 시 불이익 있을 수 있습니다.

유의사항
※ 면접전형은 서류합격자에 한해 개별 통보합니다.
※ 면접전형은 기술/인성 면접으로 진행하며, 5분 내외의 포트폴리오 발표를 진행합니다. (면접 전 사전 안내)
ㆍ추가 제출 서류는 면접 시 안내합니다.
ㆍ제출된 서류는 채용 전형 종료 후, 개인정보보호법에 따라 파기합니다.
ㆍ해당 공고의 서류 전형 진행상황은 회사 공식 홈페이지(www.wipscorp.com) - 인재채용 페이지에서 확인 가능합니다.
   (서류접수 → 서류심사 → 서류발표 순으로 변경)
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
문의사항
ㆍ입사/서류 문의 : 인사/전략팀 채용담당자 (Tel. 02-726-1079 / E-Mail. recruit@wips.co.kr )","['https://www.wipscorp.com/image/a16eecc3-4138-409c-82de-e65486429bac_%EC%B1%84%EC%9A%A9%ED%83%80%EC%9D%B4%ED%8B%80_%EB%94%94%EC%9E%90%EC%9D%B8%EC%84%BC%ED%84%B0.png', 'https://www.wipscorp.com/image/210ceebf-3d9a-4531-a1f3-77a8691cf879_%EB%B3%B5%EB%A6%AC%ED%9B%84%EC%83%9D.PNG']"
하얀손산업(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UGdKZnZqMEhrSThXeGF5eXBYYkdCUT09,[하얀손산업(주)] 농협 하나로마트 영업 담당자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202811,"['영업관리', '영업직', '가전판매', '귀금속판매', '영업전략']","하얀손은 모두에게 가치있는 제품을 제안하기 위해 연구하는
""생활용품 제조 및 유통 전문기업""입니다.

제조기업은 보수적인 집단이라는 고정관념을 단 번에 깨고 함께 성장할 당신을 찾습니다.
이제까지 한번도 상상해보지 못한 회사가 당신을 기다리고 있습니다

제조사에서의 근무, 큰 장점을 하나 꼽으라면!
""단순히 OEM에 의지한 제품기획, 개발을 넘어 진짜 내 제품을 기획하고 공정 하나까지 내 뜻대로 만들 수 있어 결과물에 대한 자부심과 애정은 남다르다!""

고무장갑을 시작으로 현재는 최초로 니트릴장갑을 개발하여 국산화에 성공한 30년 이상의 탄탄한 기본기를 가진 기업입니다.
현재 서울 가산, 강원도 원주, 전라남도 보성 3곳에 위치해 있습니다.

국내 최초 의료용 장갑이라는 타이틀과 함께 빠르게 성장하고 있으며
위생이라는 키워드로 생활용품을 넘어 '생활 위생 브랜드' 1위로 도약하기 위해 혁신하고 있습니다.

국내 뿐아니라 글로벌로 성장하고 싶다면 우리와 함께해주세요 : )
미래를 위해 함께 성장할 당신을 찾습니다.



[채용 절차]
? 서류 전형 → 1차 인터뷰 → 최종 합격

[근로 조건]
? 정규직 (수습 기간 3개월)
? 근무지 : 서울시 금천구 가산디지털 1로 88 IT프리미어타워 1201호 러버랩


[주요 업무]
? 시장 트렌트 및 경쟁사 분석
? 영업 운영 계획 수립 및 바이어 대상 상품 제안 및 관리
? 하나로마트 프로모션 및 캠페인 기획 및 매출 실적 관리
? 지역 별 밴더사 발굴 및 관리


이런 분을 찾고 있어요
? 운전 가능자
? 긍정적 마인드 도전정신, 커뮤니케이션 스킬
? 고객의 긍정을 이끌어 내는 논리적인 설득력 또는 그에 맞는 프레젠테이션 능력


함께하면 받는 혜택 및 복지
? 8시 출근 - 17시 퇴근!
? 점심 식사 지원
? 반려동물과 함께 출근 가능.
? 무제한 커피, 무제한 간식 구비 제공!
? 일은 효율적으로 듀얼모니터 지급! (원하는 업무장비 지원!)
? 매월 희망도서, 희망강의 신청!
? 장기근속자 포상휴가 지급
? 기쁜일은 더욱 기쁘게 슬픈일은 나누면서 경조휴가와 경조금 지원!
? 신규직원 월컴키트 제공
? 회사 제품, 원가 구매.

[지원 시, 필수 기재]
? 이력서 내, 반드시 경력에 대한 다시 업무 내용을 구체적으로 서술 바랍니다.

[채용]
? 이력서에 기재된 학력 및 경력 사항이 거짓일 경우 합격이 취소될 수 있습니다.
함께하기 위한 방법
접수기간 : 2025년 03월 10일 (월)17시 00분 ~ 상시채용
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차 인터뷰
(처우협의) 최종합격",
(주)라인테크시스템,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dmpoMElzQmRWSFlMWXpzeTI5cllsUT09,라인테크시스템  스마트건설(BIM) 서비스 수주  영업 인재 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202810,"['영업관리', '영업']","라인테크시스템 스마트건설(BIM)
서비스 수주 
영업 인재 채용
(주)라인테크시스템은 1990년 05월 10일에 설립된 기업으로 건축, 건설, 기계 분야에서 전문 솔루션 업체로 시작하여 현재 국내외 소프트웨어 전문가 집단과의 협업과 35여년간 축적된 기술력을 통해 차별화된 Total Service Provider (BIM용역, 교육, 개발, 컨설팅, 솔루션)로서 전문적 서비스를 제공하는 기업입니다.
모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㆍ학력 : 무관
영업
00명
주요업무
ㆍ 스마트건설(BIM) 서비스 / 용역 수주 영업과 영업기회 및 고객 관리
지원자격
ㆍ경력 : 신입/경력 3년 이상

우대사항
ㆍ컴퓨터활용능력 우수
    ㆍ스마트건설 위한 컨설팅 유경험자
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ 근무지역 : (06724) 서울 서초구 남부순환로337가길 43-9 스타엠파이어빌딩 7층(서초동) - 서울 3호선 남부터미널 에서 800m 이내
전형절차
서류전형
1차면접
2차면접(필요 시 진행)
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월) ~ 2025년 5월 9일 (금) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent2.png']
(주)이너버스,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=ZjVybURoV1RVREdaa1RRUWtScHRjQT09,통합보안관리 솔루션 기술 엔지니어(신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202806,"['보안컨설팅', '웹개발', '정보보안', 'CISO', 'SE(시스템엔지니어)']","통합보안관리 솔루션 기술 엔지니어(신입)
서비스 소개
23년간 로그데이터를 연구해 온 로그 분야 전문 기업 INNERBUS

[이너버스, 국내 통합로그관리 솔루션의 일인자]
정보유출 모니터링, 정규표현식, 텍스트 검색식 자동완성 방법, 대용량 로그 파일의 인덱싱
방법 등 총 8종의 특허를 보유하고 있으며, 로그 분야의 연구 개발에 정진하고 있습니다.

* 국내 최다 로그 관련 특허 보유 (8개)
* 최근 11개년 평균 점유율 56% (조달청 나라장터 ‘13~23년 통합로그관리부문 판매 기준)
* 국내최다 고객사 보유(700+)
이 포지션의 AI 예상 면접 질문이 궁금하다면 점핏에서 확인해보세요!
모집부문 / 상세내용
사용 기술
vmware QueryDSL Shell SW Docker Linux Kafka Elasticsearch Kibana Python
주요업무
? 컨설팅 / PL 
? IT 보안 - SIEM솔루션 기술 엔지니어
? 제조 기술 습득 및 활용 (보안 SW 기술지원 / 장애처리 / 유지보수), 구축사 아케텍처 설계 및 컨설팅
? 자체 솔루션(SIEM) 납품 고객사 및 전국 파트너(협력사) 기술 지원 및 관리
자격요건
? 경력 : 신입~2년
? 학력 : 초대졸이상
? IT 엔지니어 경력자(제조사 및 유통사 근무 이력)
? Linux/dbms/네트워크 지식 활용 및 활동 경험 보유자
우대사항
? Docker, Elasticsearch, Kafka, Python, Linux, DBMS, Kibana, QueryDSL, VMware, JVM 경험자
? 업무 관련 shell script 또는 tools개발 가능자
? 관련 자격증 소지자 우대 (CISA, CISSP, 보안기사/산업기사, ISMS, MOS)
? 적극적이고 진취적이며, 업무에 대한 책임감 보유자
? 관련 문서 작성 능력 및 프리젠테이션 능력 우수자(한글, Excel, Powerpoint, Word)
마감일 및 근무지
? 마감일 : ~2025-04-08
? 근무지
- 서울 영등포구 양평로21길 26 1604~7호
복지 및 혜택
? 고용노동부 일 생활 균형 캠페인 참여
? 재택근무, 유연근무, 눈치 보지 않는 정시 칼퇴근
? 점심 회식 권장, 자율 참석
? 자율 복장, 자유로운 연차사용
? 반반차 제도 도입, 휴가 사유 미 기재
? 근로자의 날 휴무, 육아휴직, 경조 휴가, 대체 휴가, 백신 휴가
? 한국관광공사 근로자 휴가 지원사업 7년 연속 참여
? 볼링, 자전거 라이딩 등의 동호회 활동비 지원,
? 이너버스 데이, 할로윈 데이 등 다양한 파티로 직원 간 친목 도모
? 신입사원교육(OJT), 정보보호, IT 관련 교육비 지원
? 도서구입비 지원, 자격증 시험 응시료 등 자기 계발비 지원
? 휴게실, 회의실, 최신 노트북, 공기청정기, 카페테리아
? 장기근속 및 우수사원 포상 (황금 열쇠, 스마트 워치, 상금 등)
? 퇴직금, 각종 경조금, 인센티브, 매월 팀 회식비, 통신비, 야근 식대 등 지원
? 명절 선물
채용절차 및 기타 지원 유의사항
? 고용 형태: 정규직 (수습기간 3개월)
? 근무 지역: 서울 영등포구
? 근무 요일/시간 : 주5일(월~금) | 9:30 ~ 18:30 | 격주에 1일 재택근무","['https://cdn.jumpit.co.kr/images/stacks/noStack.png', 'https://cdn.jumpit.co.kr/images/stacks/querydsl.png', 'https://cdn.jumpit.co.kr/images/stacks/Shell.png', 'https://cdn.jumpit.co.kr/images/stacks/noStack.png', 'https://cdn.jumpit.co.kr/images/stacks/docker.png', 'https://cdn.jumpit.co.kr/images/stacks/linux.png', 'https://cdn.jumpit.co.kr/images/stacks/kafka.png', 'https://cdn.jumpit.co.kr/images/stacks/elasticsearch.png', 'https://cdn.jumpit.co.kr/images/stacks/kibana.png', 'https://cdn.jumpit.co.kr/images/stacks/python.png']"
(주)라인테크시스템,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dmpoMElzQmRWSFlMWXpzeTI5cllsUT09,라인테크시스템  BIM 모델링 인재 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50202803,['BIM'],"라인테크시스템 BIM 모델링
인재 채용
(주)라인테크시스템은 1990년 05월 10일에 설립된 기업으로 건축, 건설, 기계 분야에서 전문 솔루션 업체로 시작하여 현재 국내외 소프트웨어 전문가 집단과의 협업과 35여년간 축적된 기술력을 통해 차별화된 Total Service Provider (BIM용역, 교육, 개발, 컨설팅, 솔루션)로서 전문적 서비스를 제공하는 기업입니다.
모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㆍ학력 : 무관
BIM 모델링
0명
주요업무
ㆍ BIM 모델링(건축 구조 MEP 토목 플랜트)
ㆍ BIM 러아브러리 구축 BIM 기반 도면화
ㆍ 설계오류 간섭 시공서 검토

지원자격
ㆍ경력 : 신입/경력 3년 이상

우대사항
ㆍ컴퓨터활용능력 우수, 해당직무 근무경험
    ㆍ영어 가능자 우대
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월
ㆍ 근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ 근무지역 : (06724) 서울 서초구 남부순환로337가길 43-9 스타엠파이어빌딩 7층(서초동) - 서울 3호선 남부터미널 에서 800m 이내
전형절차
서류전형
1차면접
2차면접(필요 시 진행)
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 10일 (월)  ~ 2025년 5월 9일 (금) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent2.png']
