id,기업명,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url
rec-50215160,퍼솔켈리코리아(유),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=eGk1Y2lpcWZ1d0JYTndINTh1Vk8rdz09,[외국계 IT] Field Technician 채용 (경력무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215160,"['기술지원', '데이터엔지니어', '유지보수', 'QA/테스터', 'SE(시스템엔지니어)']","[여의도/외국계]
PC / IT 유지보수
[헬프데스크]
정직원 채용
2006년 01월 06일에 설립된 컴퓨터시스템 통합 자문, 구축 및 관리업업종의 컴퓨터시스템설계,자문및관리업,컴퓨터운용관련업,기타교육사업을 하는 중소기업, 외국 법인기업, 주식회사기업 입니다.
모집부문 및 상세내용

■ 담당업무
IT헬프데스크 업무 전반
ㆍ하드웨어, 소프트웨어 및 장비 기술 지원 
ㆍ사무기기, PC, IT장비, 노트북, 스마트폰, H/W, S/W 설정 및 오류 해결 처리 
ㆍIT 관련 최적의 성능을 위해 기술지원(이메일, 전화, 기타채널 활용)
ㆍOS/Office 등 기본 SW 프로그램 설치/포맷

■  근무형태
ㆍ정규직 
ㆍ주5일 : 09:00~18:00

    ■ 자격요건
    ㆍ고객 지향적 사고 방식
    ㆍ영어회화 가능자(비즈니스 회화)  
    ■ 급여 : 면접 후 결정
 
주요업무
ㆍ 사내 IT인프라 유지보수 및 관리
근무조건
ㆍ 근무형태 : 정규직(수습기간) - 3개월
ㆍ 근무일시 : 주 5일(월~금) 09:00~18:00
ㆍ 근무지역 : 서울 중구  
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 17시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/design3.png']
rec-50215154,(주)아이에스에프넷코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dWRzaUlFMEt2allTdUV4ejNWYlpCQT09,[여의도/외국계] PC / IT 유지보수 [헬프데스크] 정직원 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215154,"['기술지원', '유지보수', 'H/W', 'S/W', 'Windows']","  (주)리만코리아
  인테리어 VM 디자인
(대리~과장)
  (주)리만코리아에서 역량있는 인재를 기다립니다.
  모집부문
모집부문 주요업무 자격요건 및 우대사항 모집인원
VI팀 _
인테리어
VM 디자인
(대리~과장)
ㆍ인테리어 및 공간기획
   - 오피스 및 교육장 인테리어 디자인 및
      설계 업무
   - 행사 공간/집기/포토존 도면 작업
   - 프로젝트 매니징
      (일정 및 예산 관리, 현장/도면 검수)

ㆍ자사브랜드 VM 디자인
   - 브랜드 아이덴티티 기획 및 메뉴얼 관리
   - 그래픽물, 인쇄물, 판촉물 시안 작업

※ 지원 시 포트폴리오 제출 필수 자격요건
ㆍ설계 및 그래픽 프로그램 활용 능력
   (CAD, Photoshop, Illustrator 등)

우대사항
ㆍ인테리어 설계 업체 경험자
ㆍ코스메틱 브랜드 VMD 경험자
ㆍ글로벌 커뮤니케이션 역량(영어 우대) 0명
근무조건
ㆍ근무형태 : 정규직
ㆍ근무지역 : 서울 강남구
복리후생
전형절차
접수기간 및 방법
ㆍ접수기간 : 2025년 04월 10일 마감
ㆍ접수방법 : 사람인 온라인 입사지원
ㆍ이력서양식 : 사람인 온라인 입사지원서
기타사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.","['https://www.saraminimage.co.kr/recruit/bbs_recruit9/38_06blevel_img_240621.png', 'https://www.saraminimage.co.kr/recruit/os_sk_01/06_riman_img_241122.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit9/38_bblue_step3_240705.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit7/watermark_match_basic.png']"
rec-50215153,주식회사 리만코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MHNKWHZha24rYlZhamE3cUszZjlPUT09,인테리어 VM 디자인 (대리~과장),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215153,"['건축디자인', '경관디자인', '공간디자인', 'VMD', '일러스트']","[고객사] 브랜드샵 화장품사   
 [채용 포지션] 글로벌 출하
 [채용 직급] 대리~과장 (경력 5~7년)
 
[담당 업무] 
- B2B 출하
- 글로벌 출하 업무 총괄
- 글로벌 판매/출하 FCST 점검 및 보고
- 출하율 및 FCST 정확도 분석
- 마스터 파일 관리
 [자격 요건]
- 동종업계 글로벌 출하 경력 최소 5년 이상
- ERP, MIS, WMS 시스템 활용 능력 우대
- 글로벌 SCM 업무 경험 우대
 [연봉] 채용시 협의 (현재연봉 및 희망연봉 기재 희망)  
 
[근무지] 서울   
 
[전형절차] 
- 1차 서류전형
- 2차 면접전형   
 
[제출 서류] 
- 국문이력서 / 경력기술서 / 자기소개서
- 이력서에는 사진 첨부 및 상세경력 기술 필수 
- 현재연봉/ 희망연봉 / 이직가능시기 / 퇴사(이직고려) 사유 기재 필수 
- 한 개의 Word 파일로 작성 필수   
 [접수 방법]
- 사람인 입사 지원 or 이메일 지원 (gracesjb@naver.com)
- 이메일로 직접 지원시, 이메일 제목에 성함과 포지션명 꼭 기재해주시기 바랍니다.  
- 적격 후보자에 한해 회사 정보 알려드립니다.

※ 제출된 서류와 인적사항은 관련 법에 의거하여 기밀을 보장합니다.   
※ 입사 지원 서류에 허위 사실이 발견될 경우, 채용 확정 이후라도 채용이 취소될 수 있습니다.
※ ㈜에임즈인터내셔널코리아는 세계 50여개국, 90여개 도시에서 350여명의 컨설턴트가 헤드헌팅서비스를 제공하고 있는 에임즈인터내셔널의 한국지사입니다. 
 ",
rec-50215151,(주)에임즈인터내셔널코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=WGZDM2QyZFRGTlNRRCtqQUZkN29QZz09,[브랜드샵 화장품사] 글로벌 출하 (대리~과장 / 경력 5~7년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215151,"['해외영업지원', '출하관리', 'ERP', '글로벌출하', '해외수발주']","[프리랜서] 게임 번역 작가 모집 (ALL LANGUAGE PAIR)
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관
게임 번역 작가 00명
지원자격
ㆍ경력 : 무관 (신입도 지원 가능)


담당업무
ㆍ한국어로 된 다양한 장르의 문서/영상을 외국어로 번역 Translate various genres of documents/videos into foreign languages.
ㆍ피드백 적용 작업 Apply feedback and revisions.

자격요건
ㆍ원어민 수준의 외국어와 한국어 실력이 우수한 분 native-level proficiency in a foreign language & Korean
ㆍ게임 번역 경험이 있으신 분 with experience in game localization

우대사항
ㆍ번역 경력 1년 이상이신 분  at least one year of translation experience
ㆍ게임 경력 3년 이상이신 분  at least three years of gaming experience

근무조건/형태
ㆍ프리랜서 / 재택근무 Freelancer / Remote Work

지원방법
ㆍ지원서 제출 Application: https://enuff.space/gloz/login?type=pro

접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 17시 ~ 2025년 3월 25일 (화) 24시
ㆍ 접수방법 : 홈페이지 지원
ㆍ 이력서양식 : 자유양식
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://pds.saramin.co.kr/recruit/recruit/202503/11/ssyakm24_i2i1-vurkvm_recruit.jpg']
rec-50215148,글로지 주식회사 (GloZ Inc.),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=OFNUOVMxcEQ0SWVYYW44L2NncU8ydz09,[프리랜서] 게임 번역 작가 모집 (ALL LANGUAGE PAIR),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215148,['통/번역'],"□ 지원자격
[필수조건]
- 전산 관련 전공 학사학위 이상 취득자
- 네트워크 관련 자격증 소지자

[우대조건]
- 네트워크 관련 업무 경력 3년 이상인 자 우대
※ 우대 경력
가. 네트워크 장비 구축 및 운영
나. 무선 네트워크 장비 운영
다. 보안장비 운영(방화벽, IPS 등)
- 보안 관련 자격증 소지자 우대

자세한 내용 및 지원서 작성은 아래 링크의 홈페이지에서 확인 부탁드립니다.

https://recruit2.kumc.or.kr/jobs/view.aspx?jidx=110699&pidx=16248
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)17시 00분 ~ 2025년 03월 13일 (목) 15시 00분
접수방법 : 홈페이지 지원
이력서양식 : 자유양식
함께하기 위한 여정
서류전형
1차면접
채용건강검진
최종합격",
rec-50215147,고려대학교의료원,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dlZuR3I3MFVybExMa0RqcFl0S1QyZz09,고려대학교의료원 신입 교직원(정규직) 모집(전산직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215147,['네트워크'],"[증권/여의도] 대표이사 비서 채용
모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 무관

업체명 비공개

업무내용
* 임원비서

1)대표이사 비서 업무 
 * 비서실에서 근무 합니다. 
지원자격
학력 : 고졸 이상
- 비서 업무 경력 자 
- 증권사 , 은행 , 공기업 경력자 우대


   근무조건
근무요일 월 ~ 금 / 주 5일 근무
근무시간
오전 8시 (시간외 근무수당 지급) ~ 오후 6시 (정시 퇴근)


근무지
서울시 영등포구 국제금융로 여의도역 인근 / 이하주소 비공개 
복리후생 4대보험 가입,  퇴직금, 연차 및 반차, 경조사 지원, 생일/명절 선물 지급 등
사내식당 중식제공 , 본인 및 가족 건강검진 제공
근무기간 최대 2년 파견 계약 근무 
   급여
    월 240만원 ~ 250 만원 (경력별 차등 지급) 
- 명절 / 근로자의날 / 창립기념일 / 연말 등에 지급되는 현금성 복리후생 및
  시간외 근무수당 포함한 예상 연봉  4,200 만원 내외 
임원비서 1명
지원자격
ㆍ경력 : 경력 2년 이상
근무조건
ㆍ 근무형태 : 계약직-2년
ㆍ 근무지역 : (07330) 서울 영등포구 국제금융로8길 여의도역 인근(여의도동) - 서울 9호선 여의도 에서 500m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 17시 ~ 2025년 3월 26일 (수) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://image.alba.kr/job/template/MgAlbaTemplate_icon8_3.png']
rec-50215146,(주)모닝인,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SDV6U0FjeWJRUE5VVko4SHkyWVZDdz09,[증권/여의도] 대표이사 비서 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215146,['임원비서'],"[WAUG]와그
비즈니스 제휴 인턴 모집
Explore More.
경험하세요. 더 많은 것들을.
  '와그'는 누구나 스마트폰만 있으면 전 세계 어디든 여행을 떠날 수 있고, 여행에서 더 많은 경험을 할 수 있는 새로운 여행을 만들어가고 있습니다.
  ‘와그’는 2016년 앱 론칭 후 매년 700% 매출 성장을 하며 국내에서 가장 빠르게 성장했어요. 누적 앱 다운로드 370만건, 100억원 이상의 매출, 누적 거래액 2,120억, 액티비티 앱 사용자 수 1위를 달성하며 여행 업계에서 가장 빠르게 성장하고 있어요. 우리는 성장성과 IT 기술력을 모두 인정 받아 누적 413억원의 투자 유치를 완료했고, 포스트 코로나 시대의 여행을 준비하고 있어요. 또한 싱가포르 자회사 설립 후 동남아시아 사람들도 사용하는 글로벌 숙소 & 액티비티 예약 앱으로 거듭났어요.
  우리는 2016년 전 세계 액티비티 예약으로 서비스를 시작, 2017년에는 자체적으로 기획하고 운영하는 `와그 오리지널스 투어`, 2018년에는 전 세계 공항의 모든 교통편, 2019년에는 레스토랑 실시간 예약, 2020년에는 스파 & 에스테틱, 지금은 여행지에서 더 새로운 경험을 할 수 있는 `와그 익스피어리언스`까지 영역을 확대하며 성장하고 있어요. 더불어 2023년에는 유럽 축구 공식 티켓 서비스를 시작하였고 (잉글랜드프리미엄리그, 프랑스리그, 독일 분데스리가 등) 향후에는 MLB 및 NBA까지 확대를 계획하고 있어요.
  지금은 차별화된 IT 기술을 바탕으로 여행의 디지털 트렌스포메이션을 만들어가고, 포스트 코로나 시대의 새로운 여행 방식을 준비하고 있습니다.
  인재에 진심인 회사가 이제 더 높은 꿈을 꾸기 위해 함께 할 동료를 구하고 있어요.
와그와 함께 IT기술로 여행을 함께 혁신할 좋은 분들을 기다릴게요.
모집부문 및 상세내용
공통 자격요건
- 학력 : 무관
- 여행에 관심이 많으신 분
- 커뮤니케이션에 적극적이신 분
- 작문 능력 및 경험이 있으신 분
제휴업무 인턴 비즈니스팀 0명
주요업무
- 제휴 비즈니스 업무 보조
- 전세계 여행상품 등록 및 관리
- 제휴 파트너사 관리

근무기간
- 1개월 (1개월 계약 기간 동안의 업무 평가에 따라 최대 10개월까지 계약 연장 검토 대상)

전형절차 
- 서류전형 -> 1차면접 (작문테스트 진행 예정) -> 최종합격 

■혜택 및 복지
1. 업무에 몰입할 수 있는 최고의 환경 제공
- 점심 식대 지원
하루의 에너지를 충전할 수 있도록 점심 식대를 지원합니다. 바쁜 업무 중에도 맛있고 영양가 있는 식사를 즐길 수 있도록 돕고 싶어요.
- 쾌적한 사무실 환경
광화문 근처에 위치한 신축 건물의 사무실에서 근무하며, 밝고 쾌적한 공간에서 팀원들이 편안하게 일할 수 있는 최적의 환경을 제공합니다.
- 편안한 근무 조건
장시간 앉아있는 팀원을 위해 인체 공학적으로 설계된 시디즈 의자를 제공하여 건강하고 편안한 근무 환경을 보장합니다.
2. 팀원의 성장과 커리어를 지원합니다.
- 자기계발비 지원
직원들의 성장을 위해 자기계발비 및 업무 관련 도서를 지원합니다. 필요한 교육이나 워크숍에 참여할 수 있도록 지원합니다
3. 일상을 여행으로!
- 와그 포인트 지급
숙소와 액티비티 예약에 사용할 수 있는 와그 포인트를 지급하여 일상 속에서도 여행의 즐거움을 느낄 수 있습니다.
- 매월 10% 할인 쿠폰 혜택
와그에서 제공하는 모든 상품에 대해 매월 10%의 할인 쿠폰 혜택을 무제한으로 제공하여 여행 계획에 더욱 실질적인 도움을 줍니다.
- 명절 선물 제공
명절마다 특별한 선물을 통해 가족과 함께 따뜻한 시간을 보낼 수 있도록 지원합니다.
- 경조 휴가 지원
결혼, 장례 등 경조사에 대해 휴가를 지원하며 중요한 순간을 가족과 함께 할 수 있도록 지원합니다.
4. 완벽한 휴식을 위한 휴가 문화
- 자유로운 휴가 사용
업무와 개인 생활의 균형을 중요하게 생각하며 필요에 따라 자유롭게 휴가를 사용할 수 있는 유연한 정책을 운영합니다.
- 생일 반차 휴가 제공
생일을 축하하고 특별한 날을 기념할 수 있도록 생일에 반차 휴가를 제공합니다.
- 법정 휴가 지원
대체휴가, 육아휴직, 보건 휴가 등 법적으로 보장된 모든 휴가를 지원하며 법적 권리를 보장 받을 수 있도록 합니다.

근무조건
ㆍ 근무형태 : 계약직 1개월 
ㆍ 근무지역 : (03175) 서울 종로구 경희궁길 36 경희당빌딩 4층(신문로2가) - 서울 3호선 경복궁 에서 500m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 03월 12일 (수) ~ 2025년 03월 28일 (금) 
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent3.png']
rec-50215143,(주)와그,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=NUp1QWpmRkMzb24yUWlTVm9qYzB5QT09,[WAUG]와그 비즈니스 제휴 인턴 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215143,"['영업관리', '영업지원', '거래처관리', '상품관리', '영업']","배차팀에서 함께 할 업무에요
• 직영 차량 및 지입 화물차 배차

이런 분을 찾고 있어요
• 화물차 배차 경력을 1년 이상 갖추신 분을 찾아요

이런 분이면 더 좋아요
• 1년이상 유경험자는 더욱 우대하고
• 1년 이하의 유경험자도 가능합니다.
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)17시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
rec-50215144,동일실업운수(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Z3FOK05wTE9hVCs5MEFqdFhqM2ZCdz09,화물 주선 및 화물차량 배차,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215144,"['물류사무원', '배차관리']","유명교육기룹 신사업 C레벨 및 팀장급 채용건으로
전문·기능학원 분야에서 전문 역량을 강화 시키는데 전념하고 있는 기업입니다. 우리는 업계의 전문가들과 협력하여 체계적인 교육 프로그램을 구성하고, 실전 경험과 실무 역량을 강조하는 교육 방식을 채택합니다. 학생들의 성공적인 진로 개발을 위해 우리와 함께 성장해 보세요.

[모집분야] 유명교육그룹 신사업기획 및 추친 C레벨 및 팀장급

[주요업무]
- 교육 외 신규 사업 추친 아이템 발굴 및 기획

- 신사업 기획 및 추진을 위한 전략 수립과 실행을 담당합니다.
- 시장 조사 및 분석을 통해 사업 기회를 발굴합니다.
- 내부 및 외부 이해관계자와의 협업을 통해 프로젝트를 관리합니다.

- 신사업의 성과를 평가하고 개선 방안을 제시합니다. 사업분야는 제한 없으나 교육 외 우대 합니다.

- 전문·기능학원 업종의 트렌드를 파악하여 혁신적인 사업 모델을 제안합니다.

[자격요건]
- 관련 분야에서 팀장급 15년 전후, C레벨 최소 15년~22년 정도의 경력을 보유하고 계신 분이어야 합니다.

- C레벨 또는 팀장급 이상의 직책에서 업무를 수행한 경험이 있으셔야 합니다.
- 전문·기능학원 업종에 대한 깊은 이해와 경험이 요구됩니다.
- 전략적 사고와 문제 해결 능력을 갖추고 계셔야 합니다.
- 원활한 의사소통 능력과 리더십을 발휘할 수 있어야 합니다.

[우대사항]
- MBA 또는 관련 분야의 석사 학위를 소지하신 분을 우대합니다.
- 대규모 프로젝트 관리 경험이 있으신 분을 선호합니다.
- 영어 및 기타 외국어에 능통하신 분을 우대합니다.
- 혁신적인 사고와 창의적인 문제 해결 능력을 보유하신 분을 선호합니다.
- 다양한 이해관계자와의 협업 경험이 풍부하신 분을 우대합니다.

근무지 : 강남
지원 하셔서 문의 주시면 설명 드리겠습니다.
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)17시 00분 ~ 2025년 03월 26일 (수) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",
rec-50215141,(주)프로써치코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=MlovVzZ3N09laCtSbUU4bTR1YTdKQT09,[신사업기획] 유명교육그룹 신사업 C레벨 및 팀장급 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215141,"['사업기획', '서비스기획', '기획']","전장설계 엔지니어
서비스 소개
미래모빌리티 솔루션 기업 ACEWORKS! 

에이스웍스 코리아는 EV 검증장비 국내 1위 기업 CONTROLWORKS 와 자율주행 토탈 솔루션 업체 ACELAB이 합병하여 탄생한 미래모빌리티 전문 솔루션 기업입니다. 
전직원 중 연구인력이 80% 이상인 연구개발 중심 기업입니다.

다년간 축적된 임베디드 하드웨어와 소프트웨어, 모델링 기술과 자율주행 Full Stack 기술을 바탕으로 EV분야와 자율주행 분야의 300여개 기업, 3,000여명의 고객에 맞춤형 솔루션을 제공하고 있으며, 매년 빠르게 성장하고 있습니다.

독일 Vector, 중국 Robosense 등 글로벌 기업과의 오랜 파트너십을 기반으로 23년에는 미국 LA에 지역 사무소를 개소하고 해외 시장에 적극 진출하고 있습니다.

직원들이 꼽는 에이스웍스의 키워드는 '수평적인' , '자율적인 분위기', '실력있고 열정적인 친절한 동료들', '역량을 키울 수 있는' 등등 입니다.

친환경과 스마트 모빌리티를 아우르는 에이스웍스에서 미래모빌리티 에이스로 거듭날 여러분들을 초대합니다!

*에이스웍스(구 컨트롤웍스) 기업소개영상
 https://www.youtube.com/watch?v=Gh-oe5WYmSI

*2023 인터배터리 전시인터뷰
 https://www.youtube.com/watch?v=VDEwogXM00k

*에이스웍스(구 컨트롤웍스)-한양대-LG유플러스 자율주차 공개 시연
 https://www.youtube.com/watch?v=PZ2YTFGdEH8
이 포지션의 AI 예상 면접 질문이 궁금하다면 점핏에서 확인해보세요!
모집부문 / 상세내용
사용 기술
Autocad Solidworks
주요업무
• 자동차 제어기 검사장비, 시험기 및 HILS 전장설계 및 유지보수
• 전원/제어/통신/안전/회로 설계 지원
• 장비검수 및 외주관리
• 시스템/사용자 매뉴얼 작성 및 배포
• 시운전 및 고객 대응, 관리
자격요건
• 전문학사 이상
• 메카트로닉스, 전기공학, 전자공학 등 전공
우대사항
• 운전 면허 소지자
• HILS장비 개발 경험자/유사장비 경험자 우대 (현장실습 혹은 근무)
• AutoCAD, EPLAN 활용 가능 하신분 우대
• 전기관련 기사 자격증 소지자
마감일 및 근무지
• 마감일 : ~2025-04-09
• 근무지
- 서울 강남구 언주로81길 13 진일빌딩
복지 및 혜택
[쾌적한 근무환경]
• 유연근무제 (출퇴근시간 선택)
• 강남권: 역삼역-선릉역 걸어서 10분
• 원두커피와 과자, 음료수 등 간식 무제한 제공
• 라운지, 수면실, 샤워실, 옥상쉼터 등 편안한 휴식공간
• 외부주차장 월정기권 지원
• 전동킥보드 월정기권 지원

[건강/가족지원]
• 전직원 종합건강검진 지원
• 직원 상해보험 가입
• 매월 의료인 건강상담
• 경조사 지원 (휴가, 화환, 경조금)
• 명절(설, 추석) 선물
• 어버이날 직원 부모님께 선물
• 육아휴직, 배우자출산휴가 사용 독려

[휴가 지원]
• 회사 리조트 지원 (소노호텔앤리조트, 마리나베이호텔)
• 휴가비 지원
• 여기어때 비즈니스 회원
• 법인차량 개인용무에 이용 가능
• 자유로운 연차사용

[자기계발 지원]
• 직무능력향상을 위한 교육 전액 지원
• 해외세미나 참가 지원
• 직무관련 도서비 전액 지원
• 특허 출원 및 등록 시 포상금
• 신입사원 1:1 멘토링 제도 운영
• 운전면허 취득 시 학원비 지원

[기타 복지 ]
• 장기근속자 포상 (리프레쉬 휴가, 포상금)
• 생일에 축하금과 간식비
• 정규직 전환 축하금
• 인재 추천시 푸짐한 포상금
• 업무에 자차사용시 유류비 지원
채용절차 및 기타 지원 유의사항
[채용절차]
• 서류전형 → 실무·임원면접 → 채용검진 → 최종합격 
 (상황에 따라 실무면접이 별도로 진행될 수 있습니다.)

[제출서류]
• 이력서, 자기소개서, 최종학력 성적증명서(90일 이내 발급), 포트폴리오(선택), 이력서 내 희망연봉 필수기재
• 이력서, 자기소개서, 성적증명서(학사,석사 / 90일 이내 발급), 포트폴리오(선택), 이력서 내 희망연봉 필수기재


[근무조건]
• 근무형태: 정규직
• 근무일시: 주 5일(월~금)
• 급여조건: 협의 후 결정","['https://cdn.jumpit.co.kr/images/stacks/noStack.png', 'https://cdn.jumpit.co.kr/images/stacks/noStack.png']"
rec-50215140,(주)에이스웍스코리아,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dTVOQVNSck9VR25ZVTcvWUN5eFBTUT09,전장설계 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50215140,"['임베디드', 'H/W', '임베디드리눅스']","대한항공  본사
 [ 마케팅기획팀] 모집 
대한항공 본사 UX/UI 기획자 모집
안녕하세요. 저희는 인재파견 및 아웃소싱 전문기업 (주)HRN입니다. 금번 대한항공에서
그래픽디자인를 담당하실 사원을 모집하오니 의욕있고 적극적인 지원자분들의 많은 지원바랍니다.
마케팅기획팀 UX/UI 기획 직무 1명
담당업무
- 대한항공 B2C /B2E 디자인 시스템 운 및 고도화
- B2C / B2E 데이터 기반 사용자 경험 개선
- 외주 산출물 디자인 품질관리 / 내부 시스템용 표준 디자인 가이드 제작 진행
우대사항 - Figma, UX, UI, WCAG 스킬 경험자
-  B2E 디자인 시스템 관련 업무 경험 
- 디자인 시스템 구축 또는 운영 경력 (이력서/포트폴리오 작성 필수)
- 컴포넌설계, 디자인, 개발까지 연동되는 디자인 시스템 구축경험.
- 디자인 토큰 설계 경험
- Storybook 활용 디자인 시스템 구축 및  운영 경험
- 정성 / 정량 데이터 수집 및 인사이트 도출 가능
- 실 서비스 문제점 도출 기반 사용자 경험 개선 경험
-WCAG접근성에 대한 지식 보유
근무조건
ㆍ근무형태 : HRN 소속으로 2년 파견근로 (1년 단위로 계약)
ㆍ근무일시 : 주5일 / 08:30~17:30 / 법정공휴일, 명절 휴무
ㆍ급여조건 : 고정급 420만원 + 중식비 별도 지원
ㆍ근무지 : 서울시 강서구 하늘길 260  대한항공 

복리후생
ㆍ4대보험 가입 / 퇴직금 별도
ㆍ연차 발생 (미 사용분 수당으로 지급)
ㆍ명절 및 생일선물 지급
전형절차
서류접수 서류전형 면접
(실기&면접) 입사
접수기간 및 방법 (PDF 형식 제출요망)
ㆍ접수기간 : 2025년 03월 14일 (금요일) 오후6시 마감
ㆍ접수방법 : 사람인 입사지원 또는 하단의 자사 양식 다운후 작성
ㆍ접수경로 : mhlove000@naver.com (e-mail 로 지원접수)
자사양식 다운로드
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
ㆍ채용 담당자 : 김근영 과장 (02-525-9221) / 문의사항은 휴대폰 번호로 연락 부탁드립니다.","['https://www.saraminimage.co.kr/recruit/os_mmp_01/222_hr_top_230926.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/saramin_arrow_bc_220304.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/saramin_arrow_bc_220304.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit6/saramin_arrow_bc_220304.png', 'https://www.saraminimage.co.kr/recruit/bbs_recruit/watermark_basic.png']"
