id,기업링크,공고제목,공고링크,태그,공고내용,공고내용이미지url,refined_content
rec-50216201,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=Qm45c1kvejJ2R2poN1NMTDgxK1RsUT09,[대기업] SSG.COM 카피라이터/에디터 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50216201,"['비서', '서무', '안내데스크', '임원비서', '총무']","[담당업무]

- SCM/물류 전략 및 Master Plan 수립
- 혁신 과제 (PI, Process Innovation) 기획 및 실행
- PSI (수요-공급-재고) 및 물류 운영 고도화
- SCM/물류시스템 관리, 개선, 신규 도입 검토



[자격요건]

필요경력 및 역량
- 관련 분야 경력 10년 내외
- Global SCM/물류 전략 수립 경험
- S&OP 설계 및 실행 수행 경험
- Digital Transformation 기반 공급망 데이터 분석 및 통합 관리 시스템 설계 경험
우대사항
- 컨설팅 프로젝트 PM 경험 (SCM/물류영역)
- SCM/물류 전략부터 이행까지 실무 경험 및 종합적인 인사이트
- Data 분석 Tool 활용 역량
- 적극적이고 원활한 Communication 역량
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)21시 00분 ~ 2025년 03월 21일 (금) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",,"[채용 공고 내용]
채용인원: 정보 없음
학력: 정보 없음
근무형태: 정보 없음
근무일시: 정보 없음
근무지역: 정보 없음
전형절차: 서류전형, 1차면접, 최종합격
접수기간: 2025년 03월 11일 (화) 21시 00분 ~ 2025년 03월 21일 (금) 23시 59분
접수방법: 사람인 입사지원
이력서양식: 사람인 이력서 양식

[채용 공고 주요 내용]
- 주요 업무: 
  - SCM/물류 전략 및 Master Plan 수립
  - 혁신 과제 (PI, Process Innovation) 기획 및 실행
  - PSI (수요-공급-재고) 및 물류 운영 고도화
  - SCM/물류시스템 관리, 개선, 신규 도입 검토

- 자격 요건:
  - 관련 분야 경력 10년 내외
  - Global SCM/물류 전략 수립 경험
  - S&OP 설계 및 실행 수행 경험
  - Digital Transformation 기반 공급망 데이터 분석 및 통합 관리 시스템 설계 경험

- 우대 사항:
  - 컨설팅 프로젝트 PM 경험 (SCM/물류영역)
  - SCM/물류 전략부터 이행까지 실무 경험 및 종합적인 인사이트
  - Data 분석 Tool 활용 역량
  - 적극적이고 원활한 Communication 역량"
rec-50216409,,라이프케어 대기업의 글로벌물류기획담당 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50216409,['SCM'],"써치펌 (주)백그라운드 헤드헌터 박윤철입니다.
좋은 포지션을 추천드립니다.

[회사]
- IT 장비, 솔루션 유통 대기업

[포지션]
- 내부회계
- 전담팀 신설에 따른 신규 채용
- TO : 2명(사원~대리급 1명, 과~차장급 1명)

[담당업무]
- 프로세스 분석 및 개선 방안 도출
- 내부회계관리 고도화
- 내부회계관리 설계 및 운영 평가
- IPO 준비 대응
- 외부감사 대응

[자격요건]
- 학력 : 대졸(4년제) 이상
- 경력 : 관련 경력 2년 이상

[우대요건]
- 내부회계관리 구축 또는 고도화 경험이 있으신 분
- 수익인식기준 검토 경험이 있으신 분
- 재무관리 프로세스 개선 경험이 있으신 분
- 회계결산 실무 경험이 있으신 분
- 내부회계/내부통제/내부감사 등 유관 부서 근무 경험이 있으신 분

[근무지]
- 서울시 중구

[연봉]
- 회사 내규에 따른 직전 연봉 상향 협의

[담당자 정보]
- (주)백그라운드 헤드헌터 박윤철
- 연락처 : 010-4708-5684
- E-mail : pyc@baekground.co.kr

----------------

[백그라운드 소개]
백그라운드는 다음 분야의 전문가를 추천해 드리는 업계 선도 헤드헌팅 기업입니다.
• 금융 및 소비재
• 반도체 및 전자
• IT 및 컨설팅
• 중공업 및 화학
• 자동차 및 기계
• 제약 및 의류
• 건설/부동산
• 엔터테인먼트/미디어
• 교육/연구
• 농림수산업
• 관광/서비스
• 에너지/환경
• 통신/네트워크
• 물류/유통
• 공공/비영리 서비스

C-레벨 임원부터 각 분야 실무 전문가까지 다양한 인재풀을 보유하고 있습니다.
경력직 채용, 임원 스카우트, 전문 인력 헤드헌팅 등 귀사의 니즈에 맞는 최적의 인재를 발굴해 드립니다.

[주요 서비스]
• 임원급 인재 스카우트
• 핵심인재 영입
• 경력직 채용 대행
• 맞춤형 인재 추천
• 산업별 전문가 매칭

다년간의 헤드헌팅 노하우와 광범위한 인재 네트워크를 바탕으로 귀사의 성장에 필요한 인재를 신속하고 정확하게 연결해 드리겠습니다.
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)20시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류 전형
면접 전형
최종 합격",,"[채용 공고 내용]
채용인원: 2명 (사원~대리급 1명, 과~차장급 1명)
학력: 대졸(4년제) 이상
근무형태: 정보 없음
근무일시: 정보 없음
근무지역: 서울시 중구
전형절차: 서류 전형 -> 면접 전형 -> 최종 합격
접수기간: 2025년 03월 11일 (화) 20시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법: 사람인 입사지원
이력서양식: 사람인 이력서 양식

[채용 공고 주요 내용]
- 주요 업무: 프로세스 분석 및 개선 방안 도출, 내부회계관리 고도화, 내부회계관리 설계 및 운영 평가, IPO 준비 대응, 외부감사 대응
- 자격 요건: 관련 경력 2년 이상
- 우대 사항: 내부회계관리 구축 또는 고도화 경험, 수익인식기준 검토 경험, 재무관리 프로세스 개선 경험, 회계결산 실무 경험, 내부회계/내부통제/내부감사 등 유관 부서 근무 경험"
rec-50216515,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=VjFQNTZTNVY0bndJc1E5TmVvcTcyQT09,"IT 장비, 솔루션 유통 대기업 - 내부회계",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50216515,"['감사', '관리회계', '기업회계', '내부감사', '외부감사']","[성수/제과제빵] 페이스트리 디저트 생산파트 모집,(주5일)



모집부문 및 상세내용
공통 자격요건
ㆍ학력 : 고졸 이상
성수역 제과제빵사 모집 1명
주요업무
ㆍ생산작업 전반
지원자격
ㆍ경력 : 신입/경력 (년수무관)(사원, 주임급)
근무조건
ㆍ 근무형태 : 정규직(수습기간)-3개월, 계약직(정규직 전환가능)-3개월
ㆍ 근무일시 : 09:00~18:00
ㆍ 근무지역 : (04782) 서울 성동구 연무장길 43-1(성수동2가) - 서울 2호선 뚝섬 에서 500m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 21시 ~ 2025년 4월 10일 (목) 24시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://pds.saramin.co.kr/recruit/recruit/202503/11/ssymv430_ox1l-toctd4_recruit.JPG'],"[채용 공고 내용]  
채용인원: 1명  
학력: 고졸 이상  
근무형태: 정규직(수습기간)-3개월, 계약직(정규직 전환가능)-3개월  
근무일시: 09:00~18:00  
근무지역: 서울 성동구 연무장길 43-1 (성수동2가)  
전형절차: 서류전형 > 1차면접 > 최종합격  
접수기간: 2025년 3월 11일 (화) 21시 ~ 2025년 4월 10일 (목) 24시  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]  
- 주요 업무: 생산작업 전반  
- 자격 요건: 경력: 신입/경력(년수무관) (사원, 주임급)  
- 우대 사항: 해당 사항 없음  "
rec-50216560,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=N2dPTXJEcXh5WnEzcGswN2psbVdwUT09,"[성수/제과제빵] 페이스트리 디저트 생산파트 모집,(주5일)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50216560,['제과/제빵사'],"[가전 대기업] 마케팅 본부장 (임원급)
모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (4년)
마케팅 본부장
0명
ㅇ담당업무 : 기업 내 새로운 브랜드의 마케팅 총괄

ㅇ자격요건 :
  - 컨슈머 신규 브랜드 런칭 경험자

ㅇ근무지 : 서울 종로그 본사/과천/화성에서 근무 가능

*기업은 국내 유수의 가전 대기업 입니다.
근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (03190) 서울 종로구 청계천로 85 삼일빌딩(관철동) - 서울 1호선 종각 에서 500m 이내
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 21시 ~ 2025년 3월 17일 (월) 14시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
유의사항
************************************************************
(주)라온서치 이승범 이사 / 수석 컨설턴트
Mobile : 010-7126-6627
E-mail : lsb0614@naver.com / tommy@raonsearch.co.kr
************************************************************
저희 라온서치는
* 국내 최고의 헤드헌팅 / 커리어 컨설팅 전문기업입니다
* 후보자의 개인정보에 대해 철저한 보안을 유지합니다
* 후보자에게는 일체의 수수료도 제공받지 않습니다
* 신뢰를 바탕으로 구직자의 이직에 최선을 다하겠습니다
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/sale2.png'],"[채용 공고 내용]
채용인원: 0명
학력: 대졸 이상 (4년)
근무형태: 정규직
근무일시: 주 5일(월~금)
근무지역: (03190) 서울 종로구 청계천로 85 삼일빌딩(관철동) - 서울 1호선 종각 에서 500m 이내
전형절차: 서류전형, 1차면접, 2차면접, 최종합격
접수기간: 2025년 3월 11일 (화) 21시 ~ 2025년 3월 17일 (월) 14시
접수방법: 사람인 입사지원
이력서양식: 자유양식

[채용 공고 주요 내용]
- 주요 업무: 기업 내 새로운 브랜드의 마케팅 총괄
- 자격 요건: 컨슈머 신규 브랜드 런칭 경험자
- 우대 사항: 정보 없음"
rec-50216564,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UzB2YUZUUGhZTVY5dXVGam1OempJdz09,[가전 대기업] 마케팅 본부장 (임원급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50216564,['마케팅'],"✅ [외국계 헬스케어] SFE/CE Manager

[회사]
- 외국계 헬스케어 기업(제약/의료기기)

[근무지]
- 서울

[포지션] SFE/CE Manager/영업기획
- Individual Contributor

[주요업무] ** 상세 포지션 정보 전달 가능
ㆍSFE fundamentals establishment
ㆍCRM and tools implementation and utilization
ㆍCommercial Excellence Leadership
ㆍIncentive plan, Incentive operation and target setting
ㆍMarket Research and Competitor Analysis:


[자격요건]
- 관련 경력 8년 이상 ~ 15년 이하
- 업무상 영어 활용 가능자

[근무조건]
- 급여(연봉) : 면접 후 협의(현재연봉+@)

[제출서류]
- 국/영문 이력서(첨부 혹은 자유양식)
- 이력서 제출시 이직사유 & 최종연봉 및 희망연봉 기재요망(기본급/성과급 각각 기재)

[제출기한]
- ASAP(채용시마감)

[접수방법]
- e-mail : lim@epeoplelab.com
- 사람인 온라인 지원
======================================
- 담당자 : 임경섭 차장 / 헤드헌팅 사업부 / (주) 피플렙
- 지원&문의 : lim@epeoplelab.com
======================================
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)22시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
2차면접
최종합격",,"[채용 공고 내용]
채용인원: 정보 없음
학력: 정보 없음
근무형태: 정보 없음
근무일시: 정보 없음
근무지역: 서울
전형절차: 서류전형 → 1차 면접 → 2차 면접 → 최종 합격
접수기간: 2025년 03월 11일 (화) 22시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법: e-mail, 사람인 온라인 지원
이력서양식: 국/영문 이력서(첨부 혹은 자유양식), 사람인 이력서 양식

[채용 공고 주요 내용]
- 주요 업무:
  - SFE fundamentals establishment
  - CRM and tools implementation and utilization
  - Commercial Excellence Leadership
  - Incentive plan, Incentive operation and target setting
  - Market Research and Competitor Analysis
- 자격 요건:
  - 관련 경력 8년 이상 ~ 15년 이하
  - 업무상 영어 활용 가능자
- 우대 사항: 정보 없음"
rec-50216621,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=bGVYeU5YbVBJWmsza2RiQ3U1WkhJUT09,[외국계  제약사] SFE/CE Specialist/영업기획,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50216621,"['영업관리', '영업전략', '영업기획']","[가전 대기업] CTO R&D본부장 (기술 총괄 임원)
모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㅇ담당업무 : 기술 총괄 임원

ㅇ자격요건 :
  - 현재 가전 대기업 현직에 있으며 능력있는 임원 
  - AI/로봇등의 기술 보유자

ㅇ근무지 : 서울 종로구 본사및 과천, 화성사무실에서 근무 가능

*해당 기업은 국내 유수의 가전 대기업 입니다.

기술 총괄 임원
0명

근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무일시 : 주 5일(월~금)
ㆍ 근무지역 : (03190) 서울 종로구 청계천로 85 삼일빌딩(관철동) - 서울 1호선 종각 에서 500m 이내
전형절차
서류전형
1차면접
2차면접
최종합격
접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 22시 ~ 2025년 3월 17일 (월) 14시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 자유양식
유의사항
************************************************************
(주)라온서치 이승범 이사 / 수석 컨설턴트
Mobile : 010-7126-6627
E-mail : lsb0614@naver.com / tommy@raonsearch.co.kr
************************************************************
저희 라온서치는
* 국내 최고의 헤드헌팅 / 커리어 컨설팅 전문기업입니다
* 후보자의 개인정보에 대해 철저한 보안을 유지합니다
* 후보자에게는 일체의 수수료도 제공받지 않습니다
* 신뢰를 바탕으로 구직자의 이직에 최선을 다하겠습니다
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/sale2.png'],"[채용 공고 내용]  
채용인원: 0명  
학력: 정보 없음  
근무형태: 정규직  
근무일시: 주 5일(월~금)  
근무지역: (03190) 서울 종로구 청계천로 85 삼일빌딩(관철동) - 서울 1호선 종각 에서 500m 이내  
전형절차: 서류전형 -> 1차면접 -> 2차면접 -> 최종합격  
접수기간: 2025년 3월 11일 (화) 22시 ~ 2025년 3월 17일 (월) 14시  
접수방법: 사람인 입사지원  
이력서양식: 자유양식  

[채용 공고 주요 내용]  
- 주요 업무: 기술 총괄 임원  
- 자격 요건: 현재 가전 대기업 현직에 있으며 능력 있는 임원, AI/로봇 등의 기술 보유자  
- 우대 사항: 정보 없음"
rec-50216714,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UzB2YUZUUGhZTVY5dXVGam1OempJdz09,[가전 대기업] CTO R&D본부장 (기술 총괄 임원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50216714,"['R&D', 'CTO']","우리는 혁신적인 토목 솔루션을 제공합니다. 최신 기술을 활용해 고객의 요구에 맞는 솔루션을 제공하며, 토목 공정의 효율성을 높이고 있어요. 건설 현장의설계와 질을 우선시하며, 더 나은 미래를 만들어 가고 있습니다.

[모집분야] 토목설계(가시설 및 지하안전평가 용역 등)

함께 할 업무에요
- 가시설 설계 및 지하안전평가 용역 업무를 담당해요.
- 토목 설계 프로젝트의 전반적인 계획을 수립하고 진행해요.
- 현장 조사 및 데이터 분석을 통해 설계에 필요한 정보를 수집해요.
- 팀과 협력하여 프로젝트의 목표를 성공적으로 달성할 수 있도록 지원해요.

이런 분을 찾고 있어요
- 토목공학 전공자 또는 관련 분야 학위를 소지하신 분을 찾고 있어요.
- 토목 설계 분야에서 2년 이상의 경력 및 신입직원을 찾고 있어요.
- CAD 및 관련 설계 소프트웨어를 다루실 수 있으면 좋습니다.
- 문서 작성 및 보고서 작성 능력이 있으면 좋습니다.
- 협업과 커뮤니케이션에 능하며 문제 해결 능력을 갖추신 분을 선호해요.

이런 분이면 더 좋아요
- 토목관련 자격증을 보유하신 분을 우대해요.
- 대형 프로젝트 경험이 있으신 분이라면 더욱 환영해요.
- 프로젝트 관리 및 리더십 경험이 있으신 분이면 좋겠어요.
- 지속적인 자기 개발과 학습에 열정이 있는 분을 찾고 있어요.

함께하면 받는 혜택 및 복지
- 4대 보험을 포함한 안정적인 근무 환경을 제공해요.
- 연차 휴가 및 유연근무제를 통해 워라밸을 중요시해요.
- 직원들의 건강을 위한 정기 건강검진을 지원해요.
- 사내 교육 및 외부 교육 지원으로 개인의 성장을 도와드려요.
- 명절 보너스 및 경조사 지원, 성과급 등 다양한 복리후생을 제공해요.
함께하기 위한 방법
접수기간 : 2025년 03월 11일 (화)22시 00분 ~ 2025년 04월 10일 (목) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",,"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 관련 분야 학위 소지자 (일반적으로 대졸)  
근무형태: 정보 없음  
근무일시: 정보 없음  
근무지역: 정보 없음  
전형절차: 서류전형, 1차면접, 최종합격  
접수기간: 2025년 03월 11일 (화) 22시 00분 ~ 2025년 04월 10일 (목) 23시 59분  
접수방법: 사람인 입사지원  
이력서양식: 사람인 이력서 양식        

[채용 공고 주요 내용]  
- 주요 업무:  
  - 가시설 설계 및 지하안전평가 용역 업무 담당  
  - 토목 설계 프로젝트의 전반적인 계획 수립 및 진행  
  - 현장 조사 및 데이터 분석을 통한 설계에 필요한 정보 수집  
  - 팀과의 협력을 통한 프로젝트 목표 달성 지원  

- 자격 요건:  
  - 토목공학 전공자 또는 관련 분야 학위 소지자  
  - 토목 설계 분야에서 2년 이상의 경력 및 신입 지원 가능  
  - CAD 및 관련 설계 소프트웨어 활용 능력  
  - 문서 및 보고서 작성 능력  
  - 협업과 커뮤니케이션, 문제 해결 능력  

- 우대 사항:  
  - 토목관련 자격증 보유자  
  - 대형 프로젝트 경험자  
  - 프로젝트 관리 및 리더십 경험자  
  - 지속적인 자기 개발과 학습에 열정 있는 분  

- 혜택 및 복지:  
  - 4대 보험 및 안정적인 근무 환경  
  - 연차 휴가 및 유연근무제  
  - 정기 건강검진 지원  
  - 사내 및 외부 교육 지원  
  - 명절 보너스, 경조사 지원, 성과급 등 복리후생 제공"
rec-50216717,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dXFaY0M3WGJrN2FlOWYwUkRWTUVpUT09,[토목설계] 가시설 및 지하안전평가 설계 경력기술자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50216717,"['토목설계', '토목공학']","[외국계] 글로벌 스포츠 브랜드
Sr. Production Manager
모집부문 및 상세내용
[업무내용]
- 생산관리 (의류/잡화)
- 패턴 제작 / 수정 / 그레이딩 관련 벤더 소통
- QC / PP 샘플 리뷰 / 제품 퀄리티 관리
- 공임 조정 및 중재
- 주요 생산 이슈 F/W
- SAP을 통한 국내외 PO 생성 및 관리
- 국내외 입고건 관련 비용 관리

[자격요건]
- 학력사항 : 대졸 이상
- 경력사항 : 10년 이상 (과-차장)
- 핵심역량 : 
1) 영어 가능자 (본사 및 해외 벤더사와 커뮤니케이션 가능한 Business Level 필수)
2) Local & Global sourcing 유경험자
3) 패턴, 원부자재, 봉제 방식에 대한 이해가 높은 분
4) 수/출입 Logistic, SAP 유경험자
5) 협업이 필요한 각 부서와의 원활한 커뮤니케이션 구사
6) 풍부한 경험을 바탕으로 이슈에 대한 적극적인 Problem Solver의 자세

Senior Production Manager (과차장) 1명

근무조건
ㆍ 근무형태 : 정규직
ㆍ 근무지역 : (07335) 서울 영등포구 여의대로 108(여의도동) - 서울 5호선 여의나루 에서 500m 이내

접수기간 및 방법
ㆍ 접수기간 : 2025년 3월 11일 (화) 18시 ~ 채용시
ㆍ 접수방법 : 사람인 입사지원
ㆍ 이력서양식 : 사람인 온라인 이력서
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",,"[채용 공고 내용]
채용인원: 1명
학력: 대졸 이상
근무형태: 정규직
근무일시: 정보 없음
근무지역: 서울 영등포구 여의대로 108(여의도동) - 서울 5호선 여의나루 에서 500m 이내
전형절차: 정보 없음
접수기간: 2025년 3월 11일 (화) 18시 ~ 채용시
접수방법: 사람인 입사지원
이력서양식: 사람인 온라인 이력서

[채용 공고 주요 내용]
- 주요 업무: 
  - 생산관리 (의류/잡화)
  - 패턴 제작 / 수정 / 그레이딩 관련 벤더 소통
  - QC / PP 샘플 리뷰 / 제품 퀄리티 관리
  - 공임 조정 및 중재
  - 주요 생산 이슈 F/W
  - SAP을 통한 국내외 PO 생성 및 관리
  - 국내외 입고건 관련 비용 관리

- 자격 요건: 
  - 학력사항: 대졸 이상
  - 경력사항: 10년 이상 (과-차장)
  - 필수 역량:
    1) 영어 가능자 (본사 및 해외 벤더사와 커뮤니케이션 가능한 Business Level 필수)
    2) Local & Global sourcing 유경험자
    3) 패턴, 원부자재, 봉제 방식에 대한 이해가 높은 분
    4) 수/출입 Logistic, SAP 유경험자
    5) 협업이 필요한 각 부서와의 원활한 커뮤니케이션 구사
    6) 풍부한 경험을 바탕으로 이슈에 대한 적극적인 Problem Solver의 자세

- 우대 사항: 정보 없음"
rec-50217102,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=eFhUV1Bmei80L1YvcE9neXdQMklHQT09,[외국계] 글로벌 스포츠 브랜드 / Senior Production Manager,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50217102,"['해외영업', '생산관리', '납기관리', '원가관리', '입고/입하']","고레로보틱스는 건설용 자율주행 로봇을 개발/생산하고, 서비스 합니다.
- 2023.08 법인설립
- 2023.09 미국 실리콘벨리 VC 투자유치(12억)
- 2023.09 오픈 필드테스트 성공(경기도 광주 1천세대 공동주택)
- 2023.11 CES 2024 혁신상(Innovation Award) 수상
- 2024.07 국내최초 정부지원 3관왕(딥테크 TIPS, 글로벌 TIPS, 초격차 1000+)
- 2024.12 국내 TOP VC로 부터 Pre-A 투자유치(57억)

경영지원팀의 전반적인 업무를 담당해주실 실무자를 찾고 있습니다.
• 회사 세무, 재무, 회계, 경리 업무
• 정부지원사업(TIPS 등) 서포트
• 직원 복지 서포트

이런 분을 찾고 있어요
• 건설현장에 대한 이해도가 있으신 FA출신 적극 우대
• 스타트업에 대한 이해도가 있으신분 적극 우대

알아두기
• 사무실 주소 : 서울특별시 마포구 공덕동
• 업무시간 : 9AM-6PM
• 급여 : 협의
함께하기 위한 방법
접수기간 : 2025년 03월 12일 (수)00시 00분 ~ 2025년 04월 11일 (금) 23시 59분
접수방법 : 사람인 입사지원
이력서양식 : 사람인 이력서 양식
함께하기 위한 여정
서류전형
1차면접
최종합격",,"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 정보 없음  
근무형태: 정규직  
근무일시: 9:00-18:00  
근무지역: 서울특별시 마포구 공덕동  
전형절차: 서류전형 -> 1차면접 -> 최종합격  
접수기간: 2025년 03월 12일 (수) 00시 00분 ~ 2025년 04월 11일 (금) 23시 59분  
접수방법: 사람인 입사지원  
이력서양식: 사람인 이력서 양식  

[채용 공고 주요 내용]  
- 주요 업무: 회사 세무, 재무, 회계, 경리 업무, 정부지원사업(TIPS 등) 서포트, 직원 복지 서포트  
- 자격 요건: 정보 없음  
- 우대 사항: 건설현장에 대한 이해도가 있는 FA출신, 스타트업에 대한 이해도가 있는 분 적극 우대"
rec-50217734,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=c0crUC84cDZObU9lYjZlelBmVm9oUT09,건설로봇 스타트업에서 세무/회계/사무/경리 직원 채용합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50217734,"['경리', '경리사무원', '세무기장', '건설경리', '회계']","(주)프랄린 온라인 영업 AMD 모집
회사소개

㈜프랄린은 2013년에 설립된 회사로 고용노동부에서 선정한 강소기업입니다. 서울 강서구 화곡동에 위치하고 있으며, 해외브랜드 수입 및 판매사업을 하고 있습니다.

온라인 파트 주요거래처
종합몰:SSG.COM, 롯데온, 엘롯데백화점, 롯데아이몰, CJMALL, HMALL, GS SHOP, LF MALL  등
오픈마켓 및 자사몰 매니아온 www.maniaon.com 
모집부문 및 상세내용
모집부문 상세내용
공통 자격요건
ㆍ학력 : 대졸 이상 (2,3년)
온라인 영업 MD 모집
영업팀 1명
주요업무
ㆍ 사방넷을 이용한 상품등록 및 상품의 운영 관리
ㆍ 엘롯데 사이트 상품등록
ㆍ 자사몰의 운영 및 포로모션 기획 및 실행
지원자격
ㆍ경력 : 경력 1년 이상(사원급)

담당업무


         ㆍ 사방넷 상품등록 및 상품의 운영 관리
ㆍ 엘롯데 사이트 상품등록
ㆍ 자사몰의 운영관리 프로모션 기획 및 실행
근무조건
근무형태 : 정규직(수습기간)-3개월
근무일시 : 주 5일(월~금) 오전 9시~오후 6시
근무지역 : (157-014) 서울 강서구 화곡4동 841-22 2층 - 서울 5호선 신정 에서 800m 이내
전형절차
서류전형
1차면접
최종합격
접수기간 및 방법
접수기간 : 2025년 3월 12일 (수) 07시 ~ 2025년 4월 11일 (금) 24시
접수방법 : 사람인 입사지원
이력서양식 : 사람인 온라인 이력서
제출서류 : - 이력서, 자기소개서 제출 (희망연봉 기재)
- 최종합격 후 졸업증명서/주민등록 제출 외. 취업보호대상증명서(대상자에 한함) 제출
- 허위사실이 발견될 경우 채용이 취소될 수 있습니다
유의사항
ㆍ입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.",['https://www.saraminimage.co.kr/sri/vix/template/toptype/talent2.png'],"[채용 공고 내용]  
채용인원: 1명  
학력: 대졸 이상 (2,3년)  
근무형태: 정규직(수습기간)-3개월  
근무일시: 주 5일(월~금) 오전 9시~오후 6시  
근무지역: 서울특별시 강서구 화곡4동 841-22 2층, 서울 5호선 신정역에서 800m 이내  
전형절차: 서류전형 → 1차 면접 → 최종 합격  
접수기간: 2025년 3월 12일 (수) 07시 ~ 2025년 4월 11일 (금) 24시  
접수방법: 사람인 입사지원  
이력서양식: 사람인 온라인 이력서  

[채용 공고 주요 내용]  
- 주요 업무:  
  - 사방넷을 이용한 상품등록 및 상품의 운영 관리  
  - 엘롯데 사이트 상품등록  
  - 자사몰의 운영 및 프로모션 기획 및 실행  
- 자격 요건:  
  - 경력 1년 이상 (사원급)  
- 우대 사항: 정보 없음"
rec-50219095,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=dlNjanVEUlVUSG15MUsxNVRJRHpIdz09,(주)프랄린 온라인 영업팀 AMD 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50219095,"['온라인판매', '쇼핑몰관리', '온라인영업']",,['https://www.saraminimage.co.kr/?url=http://yaanclinic.com/yaan_data/Web_Design.jpg'],"[채용 공고 내용]  
채용인원: 정보 없음  
학력: 정보 없음  
근무형태: 정보 없음  
근무일시: 정보 없음  
근무지역: 정보 없음  
전형절차: 정보 없음  
접수기간: 정보 없음  
접수방법: 정보 없음  
이력서양식: 정보 없음  

[채용 공고 주요 내용]  
- 주요 업무: 정보 없음  
- 자격 요건: 정보 없음  
- 우대 사항: 정보 없음"
