id,기업명,기업링크,공고제목,공고링크,태그,경력,학력,근무형태,급여,근무지역,지원시작일,지원마감일,지원방법,접수양식,담당자,연락처,refined_content_revised
rec-50310063,"
에이치알포유(주)
관심기업 등록 헤드헌팅
",,[대기업 보험그룹 계열사] IT 솔루션 개발 (8~15년),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310063,"['솔루션', '인프라', '아키텍쳐', 'C#', 'C++']",신입·경력 1년 ↑,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,서울 용산구,2025.03.22 13:00,2025.03.28 23:59,사람인 입사지원,사람인 이력서 양식,강맹성 상무,070-4471-2161 / 010-4477-7430,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 주5일(월~금)  
근무지역: 서울  
전형절차: 서류전형 - 1차 면접 - 2차 면접 - 최종합격  
접수방법: 해당 사항 없음  

[채용 공고 주요 내용]
- 주요 업무: 계산을 빠르게 수행하는 병렬처리 플랫폼의 솔루션 연구 개발, 기존 시스템의 기능 확장 및 최적화, 문서화 및 코드 유지보수 등
- 자격 요건: 학사 이상, 컴퓨터 공학 관련 전공자 또는 관련 업계에서 경력 10년차 이상, C++ 개발 가능 등
- 우대 사항: 병렬 컴퓨팅 관련 석/박사 졸업, 컴파일러 및 파서 설계 경험, CI/CD 자동화 테스트 환경 구축 경험 등

[그 외]
- 그 외 정보: 
  - 회사소개: 대기업 보험 그룹 계열사, 2013년 설립, 가족 같은 분위기, 안정된 기업
  - 기술스택: 필수 - C++, CUDA, CPU/GPU 병렬처리 및 메모리 관리, C#, numpy, VBA; 옵션 - python, java, sql
  - 복리후생: 상여금, 퇴직금, 4대 보험, 워크샵, 간식 및 음료 제공, 자유로운 근무 문화, 출퇴근 지원(유류비, 주차장, 주거비), 리프레시 제도 포함"
rec-50309887,(주)라온서치,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UzB2YUZUUGhZTVY5dXVGam1OempJdz09,"단체급식 개발팀장 채용 (단체급식 전문기업/차,부장급)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50309887,"['거래처영업', '단체급식']",,대졸(4년제) 이상,정규직,면접 후 결정,서울 서초구,2025.03.22 12:00,2025.03.27 23:59,사람인 입사지원,사람인 이력서 양식,구래환 이사,02-6925-0919 / 010-4717-5565,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 주5일근무  
근무지역: 서울시 강남구  
전형절차: 1차 서류전형, 2차 임원 면접 (*1회로 마무리)  
접수방법: 국문이력서 1부 (*JD와 부합되는 경력소개서 포함)  

[채용 공고 주요 내용]
- 주요 업무: 단체급식 신규 지점 개발, 제안서 및 제안 PT 작성, 계약 협의, 동업계 분석, 제안전략 기획과 손익추정  
- 자격 요건: 대졸이상, 관련 경력 12년 이상 ~ 20년 미만, 운전 가능 필수  
- 우대 사항: 단체급식 업장 개발 업무 경력자, ppt/제안서 작성 가능자  

[그 외]
- 그 외 정보: 
  - 회사 소개: F/S(Food Service) 전문 기업, 매출액 200억 원, 직원수 100명, 연봉 6,000 만 원 ~ 7,000 만 원 (*현재 연봉과 협의 후 결정)  
  - 복리 후생: 국민연금, 고용보험, 산재보험, 건강보험, 연차, 경조휴가, 남성출산휴가, 각종 경조금 지원 등  
  - 회사 연락처: 라온서치펌 헤드헌터 구래환 이사, e-메일: masonnine@gmail.com, 연락처: 010-4717-5565, 주소: 서울시 서초구 방배동 479-4 호산빌딩 5층  "
rec-50305664,"
(주)대원건영
관심기업 등록 ",,(주)대원건영 공사팀 신입/경력 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305664,"['건축가', '건축기사', '공무', '도장공', '방수공']",,대졸(4년제) 이상,정규직,면접 후 결정,서울 금천구,2025.03.21 17:00,2025.04.20 23:59,사람인 입사지원,사람인 이력서 양식,,02-578-1537 / 010-2729-0471,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: (08513) 서울시 금천구 디지털로 178, 현대지식산업센터 가산퍼블릭 B동 607호, 608호, 609호  
전형절차: 서류전형 → 1차면접 → 2차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 해당 사항 없음  
- 자격 요건: - 학력 : 고졸 이상  
                - 경력 : 신입 / 경력  
- 우대 사항: - 관련학과 졸업자  
                - 자격증 소지자 (건축, 토목, 콘크리트 관련)  
                - 해당 직무 근무 경험  
                - CAD, EXCEL 사용 능력 보유자  

[그 외]
- 그 외 정보 : 
  - 접수기간: 2025년 3월 21일 (금) 17시 ~ 2025년 4월 20일 (일) 24시  
  - 이력서 양식: 사람인 온라인 이력서  
  - 유의사항: 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.  "
rec-50309864,(주)라온서치,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UzB2YUZUUGhZTVY5dXVGam1OempJdz09,경영지원 파트장 채용 ( 소비재 제조기업 / 과장급 ),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50309864,"['급여(Payroll)', '재무회계', '경영관리']",,"대졸(2,3년제) 이상",정규직,면접 후 결정,서울 서초구,2025.03.22 12:00,2025.03.27 23:59,사람인 입사지원,사람인 이력서 양식,구래환,02-6925-0919 / 010-4717-5565,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 경기도 판교  
전형절차: 해당 사항 없음  
접수방법: 국문이력서 1부 (JD와 부합되는 경력소개서 포함)  

[채용 공고 주요 내용]
- 주요 업무: 경영지원 전반 업무 실무 및 관리, 재무회계 및 관리회계, 급여/노무/법무 관리 전반 실무, 4대보험/퇴직연금/원천세/연말정산 실무  
- 자격 요건: 대졸 이상, 경영지원/관리 실무 업무 가능자, 제조업/온라인 판매업 유경험자, 재무 및 관리 회계 유경험자, 더존 스마트A 가능자, 해당경력 6년 이상 ~ 12년 미만  
- 우대 사항: 해당 사항 없음  

[그 외]
- 그 외 정보: 
  - 회사 소개: 소비재 제조업체로 2010년에 설립되었으며, 직원 수는 100명, 연매출은 300억 원에 이른다.
  - 연봉 조건: 5,000만 원 ~ 6,000만 원 (*현재 연봉과 비교하여 희망연봉 협의 후 최종 결정)
  - 복지 제도: 중식 제공, 인센티브 지급, 우수사원 여행지원, 우수사원 시상 상금 지급, 우수아이디어 상금 지급, 장기근속 포상, 자기계발지원, 멘토링 제도 운영, 훼밀리DAY 조기퇴근, 자유로운 연월차 사용, 육아/출산/휴직 지원, 팀회식비 지원, 사내 도서관 운영, 직무교육 지원, 건강검진, 생일자 파티, 직원 위주의 근무 환경. 
  - 제출서류: 국문이력서 및 경력소개서. 
  - 헤드헌터 정보: 라온서치펌 대표 헤드헌터 구래환 이사, 연락처 및 이메일 제공."
rec-50310264,(주)하이스트컨설팅그룹,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=bHRXaTkrRTBKaVN2Qjg3YTBYN1F1Zz09,"[서초] 이탈없는 서치펌, 신입교육, 신입, 경력 헤드헌터",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310264,"['채용담당자', '헤드헌터', '아웃소싱', '채용공고관리', '채용대행']",,학력무관(예정자 가능),"계약직, 프리랜서",면접 후 결정,서울 서초구 (재택근무 가능),2025.03.22 15:00,2025.04.21 23:59,사람인 입사지원,사람인 이력서 양식,정용수 대표,010-3657-7549,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 방배점(내방역 10분 거리, 이수역 10분 거리), 서초점(서초역 4분 거리, 교대역 7분 거리), 재택 근무 가능  
전형절차: 서류전형 → 1차 면접 → 최종 합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]  
- 주요 업무: 헤드헌터로서 인재 발굴 및 채용 관련 업무  
- 자격 요건: 해당 사항 없음  
- 우대 사항: 해당 사항 없음  

[그 외]  
- 그 외 정보:  
   - 서치펌명: 하이스트컨설팅  
   - 현재구성원 총 40명  
   - 교육시스템: 헤드헌팅 A~Z까지 1:1 또는 그룹 교육  
   - 근무여건: 불필요한 회의 및 근태관리 없음, 사무실 최적의 환경 제공  
   - 지원/접수 연락처: 정용수대표, 010-3657-7549, ysjung@highestconsulting.com  
   - 접수기간: 2025년 03월 22일 (토) 15시 00분 ~ 2025년 04월 21일 (월) 23시 59분  
   - 이력서양식: 사람인 이력서 양식  "
rec-50309973,위더스파트너스(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=WTNQOWM3Y09vbFRkeHR0QWNnWGdTZz09,지적재산권 담당 / 유명 화장품 회사 / 강남,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50309973,"['IP(지식재산권)', '상표권', '지적재산권']",경력 5년 ↑,대졸(4년제) 이상,정규직,면접 후 결정,서울 강남구,2025.03.22 13:00,2025.04.21 23:59,사람인 입사지원,자유양식,정진웅,070-4416-4690,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 서울 강남구 삼성동  
전형절차: 서류전형 > 1차 면접 (실무) > 2차 면접 (임원) > 처우 협의 > 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 국내 및 해외 상표 실무(조사/출원지시/OA대응/분쟁대응 등), 지식재산권 관련 자문 검토, 본사 및 계열사 상표 관리, 해외 지사와의 상표 관리 소통 대응, 상표 침해 분쟁 대응 등  
- 자격 요건: 경력 5년~15년, 특허법인/회사 등에서 지식재산권 검토 대응 경력자, 영어로 업무수행이 가능한 자  
- 우대 사항: 영어 등 외국어 커뮤니케이션, 지식재산권 및 법학 관련 학과 전공자 및 자격증 소지자, 영어 능통자, 지식재산권/상표권 경험자  

[그 외]
- 그 외 정보: 
  - 회사명: 글로벌 유명 코스메틱 화장품 회사  
  - 복지처우: 건강검진, 의료비 지원(본인), 각종 경조사 지원, 자녀학자금, 퇴직연금, 인센티브제, 상여금, 장기근속자 포상, 우수사원 포상, 퇴직금, 성과급, 야근수당, 휴일(특근) 수당, 연차수당, 4대 보험, 명절선물/귀향비, 창립일 선물 지급, 결혼기념일 선물, 도서 무제한 제공, 웰컴키트 지급, 장기근속 선물, 휴게실, 공기청정기, 카페테리아, 노트북, 사원증, 사내도서관, 사무용품 등 지급  
  - 제출처: 정진웅 상무 (john@withuspartners.com)  
  - 회사 주소: 서울 강남구 테헤란로 70길 14-12  
  - 웹사이트: http://www.withuspartners.com  
  - 접수기간: 2025년 03월 22일 (토) 13시 00분 ~ 2025년 04월 21일 (월) 23시 59분  "
rec-50310643,(주)베스트에치알 (Best HR),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=enJOQ0VzSnNOZ1djOGVzbTBUcjZadz09,긴급ㅣ제약대기업ㅣ마케팅PM(CNS) / 주임-과장급,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310643,['프로덕트마케팅'],,대졸(4년제) 이상,"정규직, 아르바이트, 파트",면접 후 결정,서울 성동구,2025.03.22 21:00,2025.04.21 23:59,사람인 입사지원,사람인 이력서 양식 제출서류 보기,,,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 서울 본사  
전형절차: 1차: 서류전형, 2차: 실무/임원면접  
접수방법: e-mail 접수 (jphilip@besthr.co.kr)

[채용 공고 주요 내용]
- 주요 업무: CNS 질환 전문의약품 사업계획 수립, 시장 Secondary data 분석, 담당 제품 전략 수립, 신제품 및 도입품목 검토, 협력사 미팅
- 자격 요건: 학사학위 이상/ 전공 무관, 관련경력 3년 이상, 전문의약품(CNS 품목) 마케팅 경력 최소 2년 이상, 제약산업 경력 3년 이상
- 우대 사항: 대학병원 CNS 품목 영업 경험자, 중추신경계 관련 약물 마케팅 경험

[그 외]
- 그 외 정보: 제출서류로는 국문이력서(자기소개서, 경력기술서 포함)와 총 연봉 정보, 희망 연봉, 연락처를 포함해야 하며, 제출기한은 선착순 E-mail 접수 분에 한합니다. 후보자 이력서는 철저한 비밀보장을 원칙으로 하며, 지원자가 비용을 부담할 필요는 없습니다."
rec-50309944,(주)라온서치,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=UzB2YUZUUGhZTVY5dXVGam1OempJdz09,"화장품 해외영업 경력자 모집 (화장품 제조 기업/대리,과장급)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50309944,"['해외영업', '화장품영업']",,"대졸(2,3년제) 이상(예정자 가능)",정규직,면접 후 결정,서울 서초구,2025.03.22 13:00,2025.03.27 23:59,사람인 입사지원,사람인 이력서 양식,구래환,02-6925-0919 / 010-4717-5565,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 서울 양천구  
전형절차: 1차 서류전형, 2차 임원면접  
접수방법: 국문이력서 1부 (JD와 부합되는 경력기술서 포함)  

[채용 공고 주요 내용]
- 주요 업무: 유럽, 중동, CIS, 동남아 등 해외영업, 해외 온/오프라인 파트너사 관리, 신규 파트너사 발굴 및 계약, 프로모션 전략 수립 및 운영 관리, 영업계획 수립 및 P/L 관리, 수출입 핸들링 및 해외 인허가 지원  
- 자격 요건: 대졸 이상, 화장품 해외 영업/마케팅 경력 5년 이상 ~ 12년 이하, 온라인 채널 운영 경험, 코스메틱/뷰티 분야 경력, 영어 가능 필수  
- 우대 사항: 해당 사항 없음  

[그 외]
- 그 외 정보: 
  - **회사 소개**: 화장품 제조 기업, 매출액 2,000억 원, 직원수 180명
  - **연봉 조건**: 5,000만 원 ~ 6,000만 원 (현재 연봉과 비교하여 희망 연봉 협의 후 최종 결정)
  - **복리 후생**: 각종 경조사 지원, 학자금 지원, 퇴직연금, 인센티브제, 장기근속자 포상, 4대 보험, 워크샵, 자기계발비 지원, 구내식당, 음료 제공, 휴게실, 회식 및 야근 강요 없음, 주차장 이용 가능
  - **기타 정보**: 라온서치펌의 헤드헌터 구래환 이사가 지원 가능, 개인정보 보호 및 지원자 비용 없음"
rec-50310632,(주)베스트에치알 (Best HR),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=enJOQ0VzSnNOZ1djOGVzbTBUcjZadz09,긴급ㅣICTㅣ보안컨설팅 영업팀장,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310632,['영업'],무관(신입포함),대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,서울 성동구,2025.03.22 21:00,2025.04.21 23:59,사람인 입사지원,사람인 이력서 양식 제출서류 보기,,,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 서울(여의도)  
전형절차: 1차: 서류전형, 2차: 실무/임원면접  
접수방법: e-mail 접수 (jphilip@besthr.co.kr)  

[채용 공고 주요 내용]
- 주요 업무: 보안컨설팅, 취약점 점검, 모의해킹 등에 대한 고객 제안, 고객의 Needs 발굴 및 사업 기회 도출, 기존 고객 유지 및 관리, 제안-수주-수행-사후관리 전 영역에서 영업 관리 수행  
- 자격 요건: 5년 이상의 관련 경험, 보안컨설팅 아웃바운드 영업 경력 5년 이상, IT 또는 보안 분야 전공자 또는 기술적 이해도 보유, 커뮤니케이션 및 협업 능력  
- 우대 사항: 전문 서비스 기업 근무 경력, ISMS-P 인증 심사원 등 보안 관련 자격증 보유  

[그 외]
- 그 외 정보: 제출서류는 국문 이력서(자기소개서, 경력기술서 포함)가 필요하며, 최종연봉, 희망연봉, 연락처를 필수 기재해야 하고 보유 기술 및 경험직무에 대한 상세 기술을 요망합니다. 제출기한은 선착순 e-mail 접수 분에 한합니다. 이력서는 개인 동의 없이 이용되지 않으며, 비밀보장이 원칙입니다. 지원자는 비용 부담이 없습니다."
rec-50310784,탑커리어인사이트,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=akxWaGNVUmpFM0tOVkwyMXFJa0tJUT09,중견상장기업 패션/의류 유통영업 5년이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310784,['영업'],,대졸(4년제) 이상,정규직,면접 후 결정,서울 송파구,2025.03.23 04:00,2025.03.28 23:59,입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 서울시  
전형절차: 서류 전형 → 실무진 면접 → 임원 면접 → 최종 합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 유통영업담당, 할인마트(롯데마트) 담당, 유통바이어 소통 및 신규 출점, 동매장 관리, 직영/중간관리 매장 인원 관리, 월별 매출활성화 방안 및 유통망 분석, 프로모션 기획 및 시장조사를 통한 경쟁사 분석  
- 자격 요건: 학사 이상, 경력 5년 이상, 패션 및 유통영업 경험자, 직영/중간관리자 관리 경험자  
- 우대 사항: 해당 사항 없음  

[그 외]
- 그 외 정보:
  - 채용기업: 코스피 상장 제조기업, 매출액 약 1조 5천억
  - 연봉: 협의 조정
  - 제출서류: MS WORD로 작성된 경력 중심의 국문 이력서 (사람인 등 잡사이트 이력서 제외)
  - 제출 이메일: richard@topcareerinsight.co.kr (탑커리어인사이트 김태경, 010-4214-3118)
  - 이력서는 지원분야_이름으로 작성 (예: 영업_홍길동)
  - 휴무/휴가: 주 5일 근무, 연차, 월차, 경조휴가, 반차, 포상휴가, 육아휴직, 남성출산휴가, 산전후휴가
  - 연금/보험: 국민연금, 의료보험, 산재보험, 고용보험
  - 교육/자기계발: 자기계발 지원, 사내 동호회, 휴양시설, 직무 능력 향상 교육, 사이버 연수원 운영
  - 근무환경/편의: 식대, 통근버스, 주차장 제공, 회사 전용 사옥, 아침식사 제공, 통신비 지원, 건강 검진
  - 보장/수당: 인센티브, 우수사원 포상, 장기근속자 포상, 퇴직금, 퇴직연금, 명절 선물, 생일 선물/파티, 직책 수당, 경조 지원
  - 접수기간: 2025년 03월 23일 (일) 04시 00분 ~ 2025년 03월 28일 (금) 23시 59분
  - 이력서 양식: 사람인 이력서 양식"
rec-50310975,굿커리어,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=QWhIN0RUdWVLdFpHVUFMaWpUTHo0UT09,"유명 코스메틱기업 해외영업(유럽) 대리,과장급",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310975,"['해외영업', '화장품영업', '화장품판매', '매출관리', '바이어발굴/관리']",경력 2년 ↑,"대졸(2,3년제) 이상",정규직,면접 후 결정,서울 강남구,2025.03.23 11:00,2025.04.22 23:59,사람인 입사지원,자유양식,,010-4158-9464,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 서울시  
전형절차: 서류전형 → 면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 유럽 유통사 및 신규 파트너 발굴 및 협상, 시장 데이터 분석을 통한 국가별 맞춤 마케팅 및 영업 전략 수립, 기존 파트너십 유지 및 매출 성장 주도, 주요 KPI 관리 및 실적 분석, 브랜드 홍보 및 프로모션 기획 지원  
- 자격 요건: 관련 경력 6~11년  
- 우대 사항: 해당 사항 없음  

[그 외]
- 그 외 정보:  
  - 연봉: 면접 후 협의  
  - 접수기간: 2025년 3월 23일 (일) 11시 ~ 2025년 4월 22일 (화) 24시  
  - 문의 연락처: 010-4158-9464  
  - 유의사항: 입사지원 서류에 허위 사실이 발견될 경우 채용이 취소될 수 있음  "
rec-50310693,에스에프인촌(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=c0pYY1pDMUR1QXVoWjNBMHhvdGpVUT09,반도체장비 AI SW개발 경력인재 채용 - 반도체장비 우량중견기업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310693,"['웹개발', '딥러닝', '머신러닝', '솔루션', '알고리즘']",경력 8~15년,대졸(4년제) 이상,정규직,면접 후 결정,서울 강남구,2025.03.22 21:00,2025.03.29 23:59,입사지원,사람인 이력서 양식,,,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 서울시 가산동 R&D센터  
전형절차: 서류전형 -> 면접전형  
접수방법: 이력서, 경력기술서 및 자기소개서 제출  

[채용 공고 주요 내용]
- 주요 업무: AI 비전 기술/SW 연구개발  
- 자격 요건: 4년제 대학교 졸업 이상, 해당 분야 업무 유경험자, 남자는 병역 필 또는 면제, 해외 여행 결격 사유 없음  
- 우대 사항: Visual C++, C#.NET, Python, javascript 활용 능력, 영상처리 알고리즘 및 딥러닝 비전 알고리즘 개발 유경험, ChatGPT를 이용한 SW 개발 유경험  

[그 외]
- 그 외 정보:  
  1. 채용 회사: 반도체장비 우량중견기업 (코스닥 상장사)  
  2. 채용 포지션: AI SW개발팀  
  3. 제출 서류: 이력서, 경력기술서 및 자기소개서  
  4. 지원 문의: 이 재환 (MP: 010-3716-5937, E-mail: jhwanyi@sfinchon.co.kr)  "
rec-50310323,커리어셀파,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=SFRQQ3AxSXFvZEVXWkxaQXpYSzU4QT09,[상장기업] 전장품(카메라) SW(소프트웨어)개발 (과장~부장급),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50310323,"['앱개발', '알고리즘', '임베디드', 'C++']",,대졸(4년제) 이상,정규직,면접 후 결정,"서울 강남구, 서울전체, 인천전체",2025.03.22 16:00,2025.04.21 23:59,사람인 입사지원,사람인 이력서 양식,이선용 이사 (헤드헌팅 사업부),,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 수도권  
전형절차: 서류전형-면접  
접수방법: 이력서 및 경력기술서 (MS워드로 작성, 사진첨부, 희망연봉기재)  

[채용 공고 주요 내용]
- 주요 업무: 차량용 카메라 ISP 튜닝 및 화질개선 평가, 카메라 통신 인터페이스 개발, 임베디드 AP 제어로직 설계, 통합 전장 제어 알고리즘 개발, CE/UL/CB 국제 규격 업무 개발, 안드로이드 APP 및 framework 개발, UI 구현, OS 개발, HAL API 설계  
- 자격 요건: 대졸 이상자, 전장품 SW 연구개발 경력자, 경력 8년 이상자  
- 우대 사항: 전장품 카메라 개발 양산 프로세스 경험, 인식 알고리즘 개발 경험  

[그 외]
- 그 외 정보: 커리어셀파 헤드헌터 이선용 이사 연락처: lee@careersherpa.co.kr  
- 제출서류: 이력서 및 경력기술서 (MS워드로 작성, 사진첨부, 희망연봉기재)  "
rec-50305767,나우팜컨설팅,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=N0E0Yk5hN0p6Z0lPQTVoSk8vSGpLUT09,"바이오제약사 제조(배양,정제) 팀장~과장급(오송)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305767,['제약/바이오'],,학력무관,정규직,면접 후 결정,서울 강남구,2025.03.21 17:00,2025.04.05 23:59,사람인 입사지원,사람인 이력서 양식,최낙우,010-2369-4316,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 오송  
전형절차: 서류전형 → 1차면접 → 최종합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 동물 세포 배양, Cell Banking, 단백질 분리/정제, GMP 환경 유지 및 장비 관리, 적격성 평가, GMP 문서 관리(SOP, MBR 작성)  
- 자격 요건: 생물, 생명과학, 화학, 약학 등 바이오 및 제약 관련학과 전공자, 경력 5년 이상 또는 10년 이상, 바이오의약품 경력자  
- 우대 사항: 영어능통자, 컴퓨터 활용능력 우수자  

[그 외]
- 그 외 정보: 
  - 접수기간: 2025년 03월 21일 (금) 17시 00분 ~ 2025년 04월 05일 (토) 23시 59분  
  - 이력서 양식: 사람인 이력서 양식  "
rec-50306285,프로페셔날핸즈인핸즈코리아(주),https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=bGMrbnZwV2x1T09JR2FLUkpWYnowdz09,글로벌 물류기업 해외법인장 (주재원) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50306285,"['해외영업', '물류영업']",무관(신입포함),학력무관,정규직,면접 후 결정,서울 마포구,2025.03.21 17:00,2025.04.04 23:59,사람인 입사지원,사람인 이력서 양식,박성학,010-2276-7784,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 중국 (상해), 독일 (프랑크푸르트), 멕시코 (몬테레이) 중 선택  
전형절차: 서류전형 → 1차 면접 → 최종 합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 법인 총괄, 현지 Pooling 사업 전략 수립 및 실행, 글로벌 사업 확장 및 네트워크 구축, 비즈니스 리스크 관리 및 문제 해결  
- 자격 요건: 4년제 대졸 이상, 13~18년 경력 (차장급), 물류기기 렌탈 및 영업 등 유관 경력, 해외근무에 결격사유 없는 자, 영어 활용 가능자  
- 우대 사항: 해당 지역 언어 능통자 우대  

[그 외]
- 그 외 정보: 모집 기업은 0000그룹의 소속사이며, 21개국 200여개 물류거점을 통해 종합물류 서비스를 제공하고 있습니다. 접수기간은 2025년 03월 21일 (금) 17시 00분부터 2025년 04월 04일 (금) 23시 59분까지이며, 이력서 양식은 사람인 이력서 양식입니다. 연락처는 박성학 상무(모바일: 010-2276-7784, 이메일: shpark@prohanzkorea.co.kr)입니다."
rec-50305706,(주)투비파트너즈,https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit?csn=b1JFb3lmRTliT2FGQStYUlVmNkhxUT09,식품 국내영업,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50305706,"['식품/음료영업', '가공식품']",경력 5~10년,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,서울 서초구,2025.03.21 17:00,2025.03.31 23:59,사람인 입사지원,사람인 이력서 양식,김용돌 (HR),,"[채용 공고 내용]
채용인원: 해당 사항 없음  
근무형태: 정규직  
직급:  
근무일시: 해당 사항 없음  
근무지역: 해당 사항 없음  
전형절차: 서류전형 → 1차 면접 → 2차 면접 → 최종 합격  
접수방법: 사람인 입사지원  

[채용 공고 주요 내용]
- 주요 업무: 가공식품 영업기획, 거래처 영업관리(매출 발주/재고/마감/손익 관리), 가공식품 온/오프라인 채널 영업, 거래처/유통업체/도매업체 등 판매 촉진 및 실적 관리, 신규 거래처 및 유통망 확대 개발, 국내외 시장동향 파악 및 경쟁사 모니터링  
- 자격 요건: 4년제 대졸 이상, 가공식품 영업 경력 5년 이상  
- 우대 사항: 해당 사항 없음  

[그 외]
- 그 외 정보:  
  - 접수기간: 2025년 03월 21일 (금) 17시 00분 ~ 2025년 03월 31일 (월) 23시 59분  
  - 이력서양식: 사람인 이력서 양식  
  - 최종합격: nan  "
